Player,Tm,Rushing Att,Rushing Yds,Rushing TD,Rushing Lng,week,year,game_id
Geno Smith,SEA,7,49,1,17,4.0,2022,56
Rashaad Penny,SEA,17,151,2,41,4.0,2022,56
Kenneth Walker III,SEA,8,29,0,13,4.0,2022,56
D'Wayne Eskridge,SEA,1,6,0,6,4.0,2022,56
D.K. Metcalf,SEA,0,0,0,0,4.0,2022,56
Tyler Lockett,SEA,0,0,0,0,4.0,2022,56
Will Dissly,SEA,0,0,0,0,4.0,2022,56
Colby Parkinson,SEA,0,0,0,0,4.0,2022,56
Noah Fant,SEA,0,0,0,0,4.0,2022,56
Jared Goff,DET,1,1,0,1,4.0,2022,56
Jack Fox,DET,0,0,0,0,4.0,2022,56
Jamaal Williams,DET,19,108,2,51,4.0,2022,56
Craig Reynolds,DET,2,30,0,21,4.0,2022,56
Kalif Raymond,DET,1,3,0,3,4.0,2022,56
Justin Jackson,DET,2,3,0,3,4.0,2022,56
T.J. Hockenson,DET,0,0,0,0,4.0,2022,56
Josh Reynolds,DET,0,0,0,0,4.0,2022,56
Tom Kennedy,DET,0,0,0,0,4.0,2022,56
Quintez Cephus,DET,0,0,0,0,4.0,2022,56
