Player,Tm,Fumbles Fmb,Fumbles FL,week,year,game_id
Bailey Zappe,NWE,1,1,4.0,2022,62
Brian Hoyer,NWE,0,0,4.0,2022,62
Damien Harris,NWE,0,0,4.0,2022,62
Rhamondre Stevenson,NWE,0,0,4.0,2022,62
Kendrick Bourne,NWE,0,0,4.0,2022,62
Nelson Agholor,NWE,0,0,4.0,2022,62
DeVante Parker,NWE,0,0,4.0,2022,62
Hunter Henry,NWE,0,0,4.0,2022,62
Lil'Jordan Humphrey,NWE,0,0,4.0,2022,62
Aaron Rodgers,GNB,0,0,4.0,2022,62
Aaron Jones,GNB,0,0,4.0,2022,62
AJ Dillon,GNB,0,0,4.0,2022,62
Christian Watson,GNB,0,0,4.0,2022,62
Allen Lazard,GNB,0,0,4.0,2022,62
Romeo Doubs,GNB,1,1,4.0,2022,62
Randall Cobb,GNB,1,0,4.0,2022,62
Robert Tonyan,GNB,0,0,4.0,2022,62
Josiah Deguara,GNB,0,0,4.0,2022,62
