#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,13:28,HOU 25,3,1:28,25,Touchdown,0,Chargers,4.0,2022,57
2,1,8:03,LAC 27,3,1:37,5,Punt,0,Chargers,4.0,2022,57
3,1,2:19,LAC 36,9,4:22,64,Touchdown,0,Chargers,4.0,2022,57
4,2,11:18,LAC 27,3,1:18,73,Touchdown,0,Chargers,4.0,2022,57
5,2,9:48,LAC 18,10,5:13,77,Field Goal,0,Chargers,4.0,2022,57
6,2,0:57,LAC 32,9,0:57,49,Field Goal,0,Chargers,4.0,2022,57
7,3,15:00,LAC 21,3,1:33,6,Punt,0,Chargers,4.0,2022,57
8,3,9:55,LAC 19,7,4:13,36,Punt,0,Chargers,4.0,2022,57
9,3,1:12,LAC 25,6,3:17,15,Punt,0,Chargers,4.0,2022,57
11,4,8:30,LAC 16,12,6:02,84,Touchdown,0,Chargers,4.0,2022,57
12,4,1:51,HOU 22,4,1:35,-10,Downs,0,Chargers,4.0,2022,57
