Player,Pos,home_team,team,week,year,game_id
Davis Mills,QB,1,Texans,4.0,2022,57
Dameon Pierce,RB,1,Texans,4.0,2022,57
Nico Collins,WR,1,Texans,4.0,2022,57
Brandin Cooks,WR,1,Texans,4.0,2022,57
Chris Moore,WR,1,Texans,4.0,2022,57
O.J. Howard,TE,1,Texans,4.0,2022,57
Laremy Tunsil,OL,1,Texans,4.0,2022,57
Kenyon Green,OL,1,Texans,4.0,2022,57
Scott Quessenberry,OL,1,Texans,4.0,2022,57
Tytus Howard,OL,1,Texans,4.0,2022,57
A.J. Cann,OL,1,Texans,4.0,2022,57
Maliek Collins,DL,1,Texans,4.0,2022,57
Jonathan Greenard,DL,1,Texans,4.0,2022,57
Jerry Hughes,DL,1,Texans,4.0,2022,57
Roy Lopez,DL,1,Texans,4.0,2022,57
Christian Kirksey,LB,1,Texans,4.0,2022,57
Kamu Grugier-Hill,LB,1,Texans,4.0,2022,57
Blake Cashman,LB,1,Texans,4.0,2022,57
Jonathan Owens,DB,1,Texans,4.0,2022,57
Steven Nelson,DB,1,Texans,4.0,2022,57
Jalen Pitre,DB,1,Texans,4.0,2022,57
Derek Stingley Jr.,DB,1,Texans,4.0,2022,57
