Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Josh Allen,BUF,0,0,0,0,0,4.0,2022,52
Devin Singletary,BUF,5,4,47,0,16,4.0,2022,52
Zack Moss,BUF,0,0,0,0,0,4.0,2022,52
Stefon Diggs,BUF,6,4,62,0,23,4.0,2022,52
Dawson Knox,BUF,6,3,40,0,20,4.0,2022,52
Khalil Shakir,BUF,2,2,23,0,14,4.0,2022,52
Isaiah McKenzie,BUF,6,4,21,1,8,4.0,2022,52
Gabriel Davis,BUF,3,1,13,0,13,4.0,2022,52
Jamison Crowder,BUF,4,1,7,0,7,4.0,2022,52
James Cook,BUF,1,0,0,0,0,4.0,2022,52
Quintin Morris,BUF,1,0,0,0,0,4.0,2022,52
Lamar Jackson,BAL,0,0,0,0,0,4.0,2022,52
Justice Hill,BAL,2,2,12,0,10,4.0,2022,52
J.K. Dobbins,BAL,4,4,22,1,20,4.0,2022,52
Patrick Ricard,BAL,3,3,17,0,7,4.0,2022,52
Devin Duvernay,BAL,5,4,51,0,21,4.0,2022,52
Rashod Bateman,BAL,6,3,17,0,13,4.0,2022,52
Mark Andrews,BAL,5,2,15,0,9,4.0,2022,52
Demarcus Robinson,BAL,3,2,10,0,7,4.0,2022,52
