Player,Tm,Rushing Att,Rushing Yds,Rushing TD,Rushing Lng,week,year,game_id
Zach Wilson,NYJ,2,15,0,9,4.0,2022,59
Braxton Berrios,NYJ,0,0,0,0,4.0,2022,59
Breece Hall,NYJ,17,66,1,16,4.0,2022,59
Michael Carter,NYJ,9,15,0,5,4.0,2022,59
Elijah Moore,NYJ,1,2,0,2,4.0,2022,59
Corey Davis,NYJ,0,0,0,0,4.0,2022,59
Tyler Conklin,NYJ,0,0,0,0,4.0,2022,59
Garrett Wilson,NYJ,0,0,0,0,4.0,2022,59
Jeff Smith,NYJ,0,0,0,0,4.0,2022,59
Mitchell Trubisky,PIT,1,1,0,1,4.0,2022,59
Kenny Pickett,PIT,6,15,2,7,4.0,2022,59
Najee Harris,PIT,18,74,0,16,4.0,2022,59
Jaylen Warren,PIT,3,18,0,14,4.0,2022,59
Diontae Johnson,PIT,2,11,0,8,4.0,2022,59
George Pickens,PIT,0,0,0,0,4.0,2022,59
Pat Freiermuth,PIT,0,0,0,0,4.0,2022,59
Zach Gentry,PIT,0,0,0,0,4.0,2022,59
Gunner Olszewski,PIT,1,0,0,0,4.0,2022,59
Chase Claypool,PIT,0,0,0,0,4.0,2022,59
