Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Justin Herbert,LAC,0,0,0,0,0,4.0,2022,57
Austin Ekeler,LAC,7,6,49,1,21,4.0,2022,57
Joshua Kelley,LAC,2,0,0,0,0,4.0,2022,57
Sony Michel,LAC,3,3,16,0,9,4.0,2022,57
Mike Williams,LAC,11,7,120,0,50,4.0,2022,57
Gerald Everett,LAC,6,5,61,1,18,4.0,2022,57
Michael Bandy,LAC,2,2,49,0,25,4.0,2022,57
Josh Palmer,LAC,1,1,25,0,25,4.0,2022,57
DeAndre Carter,LAC,3,2,16,0,14,4.0,2022,57
Tre' McKitty,LAC,1,1,4,0,4,4.0,2022,57
Zander Horvath,LAC,1,0,0,0,0,4.0,2022,57
Davis Mills,HOU,0,0,0,0,0,4.0,2022,57
Dameon Pierce,HOU,6,6,8,0,8,4.0,2022,57
Nico Collins,HOU,5,3,82,0,58,4.0,2022,57
Brandin Cooks,HOU,7,7,57,1,20,4.0,2022,57
Rex Burkhead,HOU,5,5,39,1,13,4.0,2022,57
Jordan Akins,HOU,2,2,33,0,30,4.0,2022,57
O.J. Howard,HOU,5,2,27,0,22,4.0,2022,57
Phillip Dorsett,HOU,2,0,0,0,0,4.0,2022,57
Chris Moore,HOU,2,0,0,0,0,4.0,2022,57
Mason Schreck,HOU,1,1,0,0,0,4.0,2022,57
