Tm,Total,Offense Tot,Offense Pass,Offense Rush,Offense TOvr,Defense Tot,Defense Pass,Defense Rush,Defense TOvr,Special Teams Tot,Special Teams KO,Special Teams KR,Special Teams P,Special Teams PR,Special Teams FG/XP,week,year,game_id
Lions,-4.0,22.12,19.24,3.88,-10.4,-32.93,-17.12,-15.85,0.0,3.99,-7.17,5.0,5.79,0.0,0.37,4.0,2022,56
Seahawks,4.0,32.93,17.12,15.85,0.0,-22.12,-19.24,-3.88,10.4,-3.99,-5.0,7.17,0.0,-5.79,-0.37,4.0,2022,56
