Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,week,year,game_id
Tyreek Hill,MIA,14,10,160,0,6.0,92,9.2,68,6.8,12.3,0,,0,0.0,1,79.5,4.0,2022,49
Trent Sherfield,MIA,6,4,55,0,3.0,52,13.0,3,0.8,15.2,0,,0,0.0,0,95.8,4.0,2022,49
Chase Edmonds,MIA,3,2,14,1,1.0,4,2.0,10,5.0,3.0,2,1.0,1,33.3,0,116.7,4.0,2022,49
Mike Gesicki,MIA,4,2,23,0,1.0,19,9.5,4,2.0,9.5,0,,0,0.0,1,28.1,4.0,2022,49
Raheem Mostert,MIA,3,2,12,0,0.0,3,1.5,9,4.5,1.7,0,,1,33.3,0,74.3,4.0,2022,49
Jaylen Waddle,MIA,5,2,39,0,2.0,19,9.5,20,10.0,10.6,0,,0,0.0,0,67.9,4.0,2022,49
River Cracraft,MIA,1,0,0,0,,0,,0,,16.0,0,,0,0.0,0,39.6,4.0,2022,49
Tee Higgins,CIN,9,7,124,1,4.0,52,7.4,72,10.3,10.7,1,7.0,0,0.0,0,155.8,4.0,2022,49
Ja'Marr Chase,CIN,6,4,81,0,3.0,69,17.3,12,3.0,18.5,0,,0,0.0,0,109.7,4.0,2022,49
Joe Mixon,CIN,4,4,13,0,0.0,-6,-1.5,19,4.8,-1.5,0,,0,0.0,0,80.2,4.0,2022,49
Hayden Hurst,CIN,4,3,27,1,2.0,7,2.3,20,6.7,2.0,1,3.0,0,0.0,0,132.3,4.0,2022,49
Tyler Boyd,CIN,5,2,47,0,1.0,36,18.0,11,5.5,13.0,0,,1,20.0,0,74.6,4.0,2022,49
Mitchell Wilcox,CIN,1,1,18,0,1.0,3,3.0,15,15.0,3.0,1,1.0,0,0.0,0,118.7,4.0,2022,49
Devin Asiasi,CIN,1,0,0,0,,0,,0,,24.0,0,,0,0.0,0,39.6,4.0,2022,49
Chris Evans,CIN,1,0,0,0,,0,,0,,25.0,0,,0,0.0,0,39.6,4.0,2022,49
Samaje Perine,CIN,1,0,0,0,,0,,0,,-1.0,0,,1,100.0,0,39.6,4.0,2022,49
