Player,Tm,Def Interceptions Int,Def Interceptions Yds,Def Interceptions TD,Def Interceptions Lng,Def Interceptions PD,Sk,Tackles Comb,Tackles Solo,Tackles Ast,Tackles TFL,Tackles QBHits,Fumbles FR,Fumbles Yds,Fumbles TD,Fumbles FF,week,year,game_id
Jaelan Phillips,MIA,0,0,0,0,0,1.0,2,1,1,1,2,0,0,0,0,4.0,2022,49
Jerome Baker,MIA,0,0,0,0,0,0.0,7,5,2,0,0,0,0,0,0,4.0,2022,49
Kader Kohou,MIA,0,0,0,0,1,0.0,6,6,0,0,0,0,0,0,0,4.0,2022,49
Duke Riley,MIA,0,0,0,0,0,0.0,6,2,4,1,0,0,0,0,0,4.0,2022,49
Jevon Holland,MIA,0,0,0,0,0,0.0,5,2,3,0,0,0,0,0,0,4.0,2022,49
Eric Rowe,MIA,0,0,0,0,0,0.0,5,3,2,0,0,0,0,0,0,4.0,2022,49
Christian Wilkins,MIA,0,0,0,0,0,0.0,5,1,4,0,1,0,0,0,0,4.0,2022,49
Elandon Roberts,MIA,0,0,0,0,0,0.0,4,1,3,0,0,0,0,0,0,4.0,2022,49
Keion Crossen,MIA,0,0,0,0,0,0.0,3,2,1,0,0,0,0,0,0,4.0,2022,49
Raekwon Davis,MIA,0,0,0,0,0,0.0,3,2,1,0,0,0,0,0,0,4.0,2022,49
Brandon Jones,MIA,0,0,0,0,0,0.0,3,2,1,0,0,0,0,0,0,4.0,2022,49
Xavien Howard,MIA,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0,4.0,2022,49
John Jenkins,MIA,0,0,0,0,0,0.0,2,2,0,0,0,0,0,0,0,4.0,2022,49
Nik Needham,MIA,0,0,0,0,1,0.0,2,0,2,0,0,0,0,0,0,4.0,2022,49
Zach Sieler,MIA,0,0,0,0,0,0.0,2,2,0,0,0,0,0,0,0,4.0,2022,49
River Cracraft,MIA,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,4.0,2022,49
Trey Flowers,MIA,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,4.0,2022,49
Tyreek Hill,MIA,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,4.0,2022,49
Melvin Ingram,MIA,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,4.0,2022,49
Durham Smythe,MIA,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,4.0,2022,49
Andrew Van Ginkel,MIA,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,4.0,2022,49
Vonn Bell,CIN,2,46,0,46,2,0.0,4,4,0,0,0,0,0,0,0,4.0,2022,49
Josh Tupou,CIN,0,0,0,0,0,1.0,3,3,0,1,1,0,0,0,0,4.0,2022,49
Germaine Pratt,CIN,0,0,0,0,0,0.0,9,6,3,0,0,0,0,0,0,4.0,2022,49
Logan Wilson,CIN,0,0,0,0,0,0.0,7,4,3,1,0,0,0,0,0,4.0,2022,49
Jessie Bates III,CIN,0,0,0,0,1,0.0,6,6,0,0,0,0,0,0,0,4.0,2022,49
Sam Hubbard,CIN,0,0,0,0,0,0.0,5,3,2,2,3,0,0,0,0,4.0,2022,49
Chidobe Awuzie,CIN,0,0,0,0,0,0.0,4,4,0,0,0,0,0,0,0,4.0,2022,49
B.J. Hill,CIN,0,0,0,0,1,0.0,4,0,4,0,2,0,0,0,0,4.0,2022,49
Mike Hilton,CIN,0,0,0,0,0,0.0,4,3,1,0,1,0,0,0,0,4.0,2022,49
Eli Apple,CIN,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0,4.0,2022,49
Markus Bailey,CIN,0,0,0,0,0,0.0,2,2,0,0,0,0,0,0,0,4.0,2022,49
Tre Flowers,CIN,0,0,0,0,0,0.0,2,2,0,0,0,0,0,0,0,4.0,2022,49
Zachary Carter,CIN,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,4.0,2022,49
Akeem Davis-Gaither,CIN,0,0,0,0,1,0.0,1,1,0,0,0,0,0,0,0,4.0,2022,49
Joseph Ossai,CIN,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,4.0,2022,49
Cameron Sample,CIN,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,4.0,2022,49
Trey Hendrickson,CIN,0,0,0,0,0,0.0,0,0,0,0,2,0,0,0,0,4.0,2022,49
