Player,Tm,Fumbles Fmb,Fumbles FL,week,year,game_id
Matthew Stafford,LAR,1,1,4.0,2022,64
Darrell Henderson,LAR,0,0,4.0,2022,64
Cam Akers,LAR,0,0,4.0,2022,64
Brandon Powell,LAR,0,0,4.0,2022,64
Cooper Kupp,LAR,0,0,4.0,2022,64
Tyler Higbee,LAR,0,0,4.0,2022,64
Ben Skowronek,LAR,0,0,4.0,2022,64
Kendall Blanton,LAR,0,0,4.0,2022,64
Allen Robinson,LAR,0,0,4.0,2022,64
Jimmy Garoppolo,SFO,0,0,4.0,2022,64
Jeff Wilson,SFO,0,0,4.0,2022,64
Kyle Juszczyk,SFO,0,0,4.0,2022,64
Deebo Samuel,SFO,0,0,4.0,2022,64
Brandon Aiyuk,SFO,0,0,4.0,2022,64
George Kittle,SFO,0,0,4.0,2022,64
Jauan Jennings,SFO,0,0,4.0,2022,64
Ray-Ray McCloud,SFO,1,0,4.0,2022,64
Ross Dwelley,SFO,0,0,4.0,2022,64
Charlie Woerner,SFO,0,0,4.0,2022,64
