Player,Tm,Passing Cmp,Passing Att,Passing Yds,Passing TD,Passing Int,Passing Sk,Passing Yds.1,Passing Lng,Passing Rate,week,year,game_id
Zach Wilson,NYJ,18,36,252,1,2,1,4,35,59.0,4.0,2022,59
Braxton Berrios,NYJ,1,1,2,1,0,0,0,2,118.7,4.0,2022,59
Breece Hall,NYJ,0,0,0,0,0,0,0,0,,4.0,2022,59
Michael Carter,NYJ,0,0,0,0,0,0,0,0,,4.0,2022,59
Elijah Moore,NYJ,0,0,0,0,0,0,0,0,,4.0,2022,59
Corey Davis,NYJ,0,0,0,0,0,0,0,0,,4.0,2022,59
Tyler Conklin,NYJ,0,0,0,0,0,0,0,0,,4.0,2022,59
Garrett Wilson,NYJ,0,0,0,0,0,0,0,0,,4.0,2022,59
Jeff Smith,NYJ,0,0,0,0,0,0,0,0,,4.0,2022,59
Mitchell Trubisky,PIT,7,13,84,0,1,3,26,26,41.8,4.0,2022,59
Kenny Pickett,PIT,10,13,120,0,3,0,0,27,65.1,4.0,2022,59
Najee Harris,PIT,0,0,0,0,0,0,0,0,,4.0,2022,59
Jaylen Warren,PIT,0,0,0,0,0,0,0,0,,4.0,2022,59
Diontae Johnson,PIT,0,0,0,0,0,0,0,0,,4.0,2022,59
George Pickens,PIT,0,0,0,0,0,0,0,0,,4.0,2022,59
Pat Freiermuth,PIT,0,0,0,0,0,0,0,0,,4.0,2022,59
Zach Gentry,PIT,0,0,0,0,0,0,0,0,,4.0,2022,59
Gunner Olszewski,PIT,0,0,0,0,0,0,0,0,,4.0,2022,59
Chase Claypool,PIT,0,0,0,0,0,0,0,0,,4.0,2022,59
