Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,week,year,game_id
James Conner,ARI,15,55,0,3.0,44,2.9,11,0.7,0,,4.0,2022,60
Kyler Murray,ARI,12,26,1,3.0,23,1.9,3,0.3,0,,4.0,2022,60
Eno Benjamin,ARI,5,36,0,1.0,32,6.4,4,0.8,0,,4.0,2022,60
Darrel Williams,ARI,4,19,0,1.0,16,4.0,3,0.8,0,,4.0,2022,60
Rondale Moore,ARI,1,-4,0,,-4,-4.0,0,0.0,0,,4.0,2022,60
Christian McCaffrey,CAR,8,27,0,2.0,11,1.4,16,2.0,0,,4.0,2022,60
Baker Mayfield,CAR,2,0,0,0.0,0,0.0,0,0.0,0,,4.0,2022,60
D'Onta Foreman,CAR,1,2,0,,2,2.0,0,0.0,0,,4.0,2022,60
D.J. Moore,CAR,1,11,0,1.0,8,8.0,3,3.0,0,,4.0,2022,60
Laviska Shenault Jr.,CAR,1,0,0,,0,0.0,0,0.0,0,,4.0,2022,60
