Player,Tm,Rushing Att,Rushing Yds,Rushing TD,Rushing Lng,week,year,game_id
Kyler Murray,ARI,12,26,1,10,4.0,2022,60
James Conner,ARI,15,55,0,8,4.0,2022,60
Eno Benjamin,ARI,5,36,0,15,4.0,2022,60
Darrel Williams,ARI,4,19,0,13,4.0,2022,60
Marquise Brown,ARI,0,0,0,0,4.0,2022,60
Zach Ertz,ARI,0,0,0,0,4.0,2022,60
Trey McBride,ARI,0,0,0,0,4.0,2022,60
Greg Dortch,ARI,0,0,0,0,4.0,2022,60
Rondale Moore,ARI,1,-4,0,-4,4.0,2022,60
Baker Mayfield,CAR,2,0,0,0,4.0,2022,60
Christian McCaffrey,CAR,8,27,0,10,4.0,2022,60
D.J. Moore,CAR,1,11,0,11,4.0,2022,60
D'Onta Foreman,CAR,1,2,0,2,4.0,2022,60
Tommy Tremble,CAR,0,0,0,0,4.0,2022,60
Robbie Chosen,CAR,0,0,0,0,4.0,2022,60
Ian Thomas,CAR,0,0,0,0,4.0,2022,60
Laviska Shenault Jr.,CAR,1,0,0,0,4.0,2022,60
Shi Smith,CAR,0,0,0,0,4.0,2022,60
