Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%,week,year,game_id
Roquan Smith,CHI,0,3,3,100.0%,20.0,6.7,6.7,0.0,94.4,4.3,13.0,7.0,1,0,0,0.0,0,10,1,9.1%,4.0,2022,53
Eddie Jackson,CHI,1,4,2,50.0%,30.0,15.0,7.5,0.0,35.4,20.5,19.0,11.0,1,0,0,0.0,0,9,0,0.0%,4.0,2022,53
Jaylon Jones,CHI,0,2,2,100.0%,26.0,13.0,13.0,0.0,118.7,-1.5,-3.0,29.0,0,0,0,0.0,0,3,1,25.0%,4.0,2022,53
Kindle Vildor,CHI,0,4,2,50.0%,6.0,3.0,1.5,0.0,56.2,6.8,4.0,2.0,0,0,0,0.0,0,4,0,0.0%,4.0,2022,53
Jaquan Brisker,CHI,0,1,0,0.0%,,,0.0,,39.6,13.0,,,2,0,0,1.0,1,5,0,0.0%,4.0,2022,53
Robert Quinn,CHI,0,0,0,,,,,,,,,,0,0,1,0.0,1,1,0,0.0%,4.0,2022,53
Nicholas Morrow,CHI,0,0,0,,,,,,,,,,2,1,0,0.0,1,4,3,42.9%,4.0,2022,53
Kyler Gordon,CHI,0,1,0,0.0%,,,0.0,,39.6,8.0,,,0,0,0,0.0,0,5,0,0.0%,4.0,2022,53
Justin Jones,CHI,0,0,0,,,,,,,,,,0,0,0,0.0,0,6,1,14.3%,4.0,2022,53
Al-Quadin Muhammad,CHI,0,0,0,,,,,,,,,,1,0,0,0.0,0,5,0,0.0%,4.0,2022,53
Joe Thomas,CHI,0,0,0,,,,,,,,,,1,0,0,0.0,0,5,1,16.7%,4.0,2022,53
Adoree' Jackson,NYG,0,4,3,75.0%,76.0,25.3,19.0,0.0,116.7,22.5,69.0,7.0,0,0,0,0.0,0,3,0,0.0%,4.0,2022,53
Tae Crowder,NYG,0,4,2,50.0%,8.0,4.0,2.0,0.0,56.2,1.5,18.0,-10.0,5,0,1,1.0,2,11,0,0.0%,4.0,2022,53
Jaylon Smith,NYG,0,2,2,100.0%,20.0,10.0,10.0,0.0,108.3,5.0,10.0,10.0,0,0,0,0.0,0,6,0,0.0%,4.0,2022,53
Micah McFadden,NYG,0,2,2,100.0%,30.0,15.0,15.0,0.0,118.7,2.0,4.0,26.0,3,0,0,0.0,0,4,0,0.0%,4.0,2022,53
Dane Belton,NYG,0,3,2,66.7%,31.0,15.5,10.3,0.0,100.7,6.3,14.0,17.0,0,0,0,0.0,0,4,0,0.0%,4.0,2022,53
Dexter Lawrence,NYG,0,0,0,,,,,,,,,,0,0,1,2.0,3,5,0,0.0%,4.0,2022,53
Jihad Ward,NYG,0,0,0,,,,,,,,,,1,0,1,1.0,2,4,1,20.0%,4.0,2022,53
Kayvon Thibodeaux,NYG,0,0,0,,,,,,,,,,5,0,1,0.0,1,4,0,0.0%,4.0,2022,53
Oshane Ximines,NYG,0,0,0,,,,,,,,,,0,0,1,0.0,1,0,0,,4.0,2022,53
Azeez Ojulari,NYG,0,0,0,,,,,,,,,,1,0,0,1.0,1,2,1,33.3%,4.0,2022,53
Tomon Fox,NYG,0,0,0,,,,,,,,,,1,1,0,0.0,1,2,0,0.0%,4.0,2022,53
Aaron Robinson,NYG,0,1,0,0.0%,,,0.0,,39.6,11.0,,,0,0,0,0.0,0,1,0,0.0%,4.0,2022,53
Fabian Moreau,NYG,0,4,0,0.0%,,,0.0,,39.6,12.3,,,0,0,0,0.0,0,2,0,0.0%,4.0,2022,53
Xavier McKinney,NYG,0,0,0,,,,,,,,,,1,0,0,0.0,0,5,0,0.0%,4.0,2022,53
Darnay Holmes,NYG,0,0,0,,,,,,,,,,1,0,0,0.0,0,2,0,0.0%,4.0,2022,53
