Quarter,Time,Down,ToGo,Location,SEA,DET,Detail,EPB,EPA,week,year,game_id
4.0,2:14,,,DET 15,48.0,38.0,Jason Myers kicks extra point good,0.0,0.0,4.0,2022,56
4.0,2:14,,,SEA 35,48.0,38.0,"Jason Myers kicks off 65 yards, touchback.",0.0,0.61,4.0,2022,56
4.0,2:14,1.0,10.0,DET 25,48.0,38.0,"Jared Goff pass complete short right to Josh Reynolds for 13 yards (tackle by Sidney Jones) SEA challenged the pass completion ruling, and the play was upheld.",0.61,1.47,4.0,2022,56
4.0,2:08,1.0,10.0,DET 38,48.0,38.0,Craig Reynolds up the middle for 9 yards (tackle by Quandre Diggs and Jordyn Brooks),1.47,2.14,4.0,2022,56
4.0,2:00,2.0,1.0,DET 47,48.0,38.0,Jared Goff pass complete short right to Craig Reynolds for 12 yards (tackle by Josh Jones),2.14,2.85,4.0,2022,56
4.0,1:54,1.0,10.0,SEA 41,48.0,38.0,Jared Goff pass complete short right to Josh Reynolds for 14 yards (tackle by Sidney Jones),2.85,3.78,4.0,2022,56
4.0,1:48,1.0,10.0,SEA 27,48.0,38.0,Jared Goff pass incomplete short middle intended for T.J. Hockenson,3.78,3.23,4.0,2022,56
4.0,1:43,2.0,10.0,SEA 27,48.0,38.0,Jared Goff scrambles right end for 1 yard (tackle by Darrell Taylor),3.23,2.68,4.0,2022,56
4.0,1:38,3.0,9.0,SEA 26,48.0,38.0,Jared Goff pass complete short middle to T.J. Hockenson for 24 yards (tackle by Quandre Diggs and Coby Bryant),2.68,6.74,4.0,2022,56
4.0,1:15,1.0,2.0,SEA 2,48.0,38.0,Jared Goff pass incomplete short right,6.74,5.72,4.0,2022,56
4.0,1:09,2.0,2.0,SEA 2,48.0,44.0,"Jared Goff pass complete short left to Justin Jackson for 2 yards, touchdown",5.72,7.0,4.0,2022,56
4.0,1:06,,,SEA 15,48.0,45.0,Dominik Eberle kicks extra point good,0.0,0.0,4.0,2022,56
4.0,1:06,,,,,,Timeout #3 by Seattle Seahawks,,,4.0,2022,56
4.0,1:06,,,DET 35,48.0,45.0,"Dominik Eberle kicks onside 11 yards, returned by DeeJay Dallas for no gain",0.0,2.52,4.0,2022,56
4.0,1:04,1.0,10.0,DET 46,48.0,45.0,Rashaad Penny up the middle for 1 yard (tackle by Alex Anzalone and Amani Oruwariye),2.52,2.11,4.0,2022,56
4.0,1:00,,,,,,Timeout #1 by Detroit Lions,,,4.0,2022,56
4.0,1:00,2.0,9.0,DET 45,48.0,45.0,Rashaad Penny left end for 4 yards (tackle by Aidan Hutchinson and Michael Brockers),2.11,1.95,4.0,2022,56
4.0,0:58,,,,,,Timeout #2 by Detroit Lions,,,4.0,2022,56
4.0,0:58,3.0,5.0,DET 41,48.0,45.0,Rashaad Penny left tackle for 7 yards (tackle by Isaiah Buggs),1.95,3.31,4.0,2022,56
4.0,0:54,,,,,,Timeout #3 by Detroit Lions,,,4.0,2022,56
4.0,0:54,1.0,10.0,DET 34,48.0,45.0,Geno Smith kneels for -1 yards,3.31,2.64,4.0,2022,56
4.0,0:30,2.0,11.0,DET 35,48.0,45.0,Geno Smith kneels for -1 yards,2.64,1.82,4.0,2022,56
