Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,week,year,game_id
Courtland Sutton,DEN,7,5,52,1,2.0,37,7.4,15,3.0,9.4,0,,1,14.3,0,132.1,4.0,2022,61
Jerry Jeudy,DEN,5,4,53,1,2.0,46,11.5,7,1.8,10.0,0,,1,20.0,0,150.4,4.0,2022,61
Kendall Hinton,DEN,3,2,39,0,1.0,23,11.5,16,8.0,19.3,1,2.0,0,0.0,0,109.7,4.0,2022,61
Mike Boone,DEN,3,1,9,0,0.0,3,3.0,6,6.0,10.3,0,,1,33.3,0,42.4,4.0,2022,61
KJ Hamler,DEN,1,1,55,0,1.0,46,46.0,9,9.0,46.0,0,,0,0.0,0,118.7,4.0,2022,61
Eric Saubert,DEN,2,1,25,0,1.0,18,18.0,7,7.0,19.0,0,,0,0.0,0,95.8,4.0,2022,61
Montrell Washington,DEN,1,1,4,0,,-2,-2.0,6,6.0,-2.0,0,,0,0.0,0,83.3,4.0,2022,61
Javonte Williams,DEN,1,1,-1,0,0.0,-3,-3.0,2,2.0,-3.0,0,,0,0.0,0,79.2,4.0,2022,61
Russell Wilson,DEN,1,1,1,0,0.0,-1,-1.0,2,2.0,-1.0,0,,0,0.0,0,79.2,4.0,2022,61
Melvin Gordon,DEN,1,0,0,0,,0,,0,,1.0,0,,1,100.0,0,39.6,4.0,2022,61
Davante Adams,LVR,13,9,101,0,4.0,67,7.4,34,3.8,8.0,1,9.0,0,0.0,0,92.1,4.0,2022,61
Josh Jacobs,LVR,6,5,31,0,4.0,-1,-0.2,32,6.4,0.0,0,,1,16.7,0,88.2,4.0,2022,61
Mack Hollins,LVR,5,3,33,0,2.0,23,7.7,10,3.3,16.0,0,,0,0.0,0,79.6,4.0,2022,61
Darren Waller,LVR,5,3,24,0,1.0,21,7.0,3,1.0,15.0,0,,1,20.0,0,72.1,4.0,2022,61
Brandon Bolden,LVR,1,1,-1,0,,-3,-3.0,2,2.0,-3.0,0,,0,0.0,0,79.2,4.0,2022,61
