Player,Tm,Rushing Att,Rushing Yds,Rushing TD,Rushing Lng,week,year,game_id
Trevor Lawrence,JAX,2,7,0,7,4.0,2022,58
Travis Etienne,JAX,8,32,0,11,4.0,2022,58
James Robinson,JAX,8,29,0,9,4.0,2022,58
Christian Kirk,JAX,1,3,0,3,4.0,2022,58
Jamal Agnew,JAX,0,0,0,0,4.0,2022,58
Dan Arnold,JAX,0,0,0,0,4.0,2022,58
Jamycal Hasty,JAX,0,0,0,0,4.0,2022,58
Evan Engram,JAX,0,0,0,0,4.0,2022,58
Tim Jones,JAX,0,0,0,0,4.0,2022,58
Chris Manhertz,JAX,0,0,0,0,4.0,2022,58
Marvin Jones,JAX,0,0,0,0,4.0,2022,58
Jalen Hurts,PHI,16,38,1,13,4.0,2022,58
Miles Sanders,PHI,27,134,2,35,4.0,2022,58
Trey Sermon,PHI,2,19,0,14,4.0,2022,58
Kenneth Gainwell,PHI,5,19,1,10,4.0,2022,58
A.J. Brown,PHI,0,0,0,0,4.0,2022,58
Dallas Goedert,PHI,0,0,0,0,4.0,2022,58
DeVonta Smith,PHI,0,0,0,0,4.0,2022,58
Zach Pascal,PHI,0,0,0,0,4.0,2022,58
Quez Watkins,PHI,0,0,0,0,4.0,2022,58
