Unnamed: 0,DEN,LVR,week,year,game_id
First Downs,12,25,4.0,2022,61
Rush-Yds-TDs,20-85-1,38-212-2,4.0,2022,61
Cmp-Att-Yd-TD-INT,17-25-237-2-0,21-34-188-0-0,4.0,2022,61
Sacked-Yards,3-23,2-15,4.0,2022,61
Net Pass Yards,214,173,4.0,2022,61
Total Yards,299,385,4.0,2022,61
Fumbles-Lost,1-1,0-0,4.0,2022,61
Turnovers,1,0,4.0,2022,61
Penalties-Yards,7-50,4-25,4.0,2022,61
Third Down Conv.,3-11,7-14,4.0,2022,61
Fourth Down Conv.,1-2,0-0,4.0,2022,61
Time of Possession,25:08,34:52,4.0,2022,61
