Player,Tm,Fumbles Fmb,Fumbles FL,week,year,game_id
Zach Wilson,NYJ,0,0,4.0,2022,59
Braxton Berrios,NYJ,0,0,4.0,2022,59
Breece Hall,NYJ,0,0,4.0,2022,59
Michael Carter,NYJ,1,0,4.0,2022,59
Elijah Moore,NYJ,0,0,4.0,2022,59
Corey Davis,NYJ,0,0,4.0,2022,59
Tyler Conklin,NYJ,0,0,4.0,2022,59
Garrett Wilson,NYJ,0,0,4.0,2022,59
Jeff Smith,NYJ,0,0,4.0,2022,59
Mitchell Trubisky,PIT,0,0,4.0,2022,59
Kenny Pickett,PIT,1,0,4.0,2022,59
Najee Harris,PIT,0,0,4.0,2022,59
Jaylen Warren,PIT,0,0,4.0,2022,59
Diontae Johnson,PIT,0,0,4.0,2022,59
George Pickens,PIT,0,0,4.0,2022,59
Pat Freiermuth,PIT,0,0,4.0,2022,59
Zach Gentry,PIT,0,0,4.0,2022,59
Gunner Olszewski,PIT,1,0,4.0,2022,59
Chase Claypool,PIT,0,0,4.0,2022,59
