Player,Pos,home_team,team,week,year,game_id
Trevor Lawrence,QB,0,Jaguars,4.0,2022,58
James Robinson,RB,0,Jaguars,4.0,2022,58
Christian Kirk,WR,0,Jaguars,4.0,2022,58
Tim Jones,WR,0,Jaguars,4.0,2022,58
Marvin Jones,WR,0,Jaguars,4.0,2022,58
Chris Manhertz,TE,0,Jaguars,4.0,2022,58
Ben Bartch,OL,0,Jaguars,4.0,2022,58
Jawaan Taylor,OL,0,Jaguars,4.0,2022,58
Cam Robinson,OL,0,Jaguars,4.0,2022,58
Luke Fortner,OL,0,Jaguars,4.0,2022,58
Brandon Scherff,G,0,Jaguars,4.0,2022,58
Roy Robertson-Harris,DE,0,Jaguars,4.0,2022,58
DaVon Hamilton,DT,0,Jaguars,4.0,2022,58
Folorunso Fatukasi,DT,0,Jaguars,4.0,2022,58
Josh Hines-Allen,OLB,0,Jaguars,4.0,2022,58
Travon Walker,OLB,0,Jaguars,4.0,2022,58
Devin Lloyd,LB,0,Jaguars,4.0,2022,58
Foyesade Oluokun,LB,0,Jaguars,4.0,2022,58
Shaquill Griffin,CB,0,Jaguars,4.0,2022,58
Tyson Campbell,CB,0,Jaguars,4.0,2022,58
Rayshawn Jenkins,S,0,Jaguars,4.0,2022,58
Andre Cisco,S,0,Jaguars,4.0,2022,58
