#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,11:34,WAS 25,7,4:33,13,Punt,0,Commanders,4.0,2022,55
2,1,4:58,WAS 38,3,2:14,-5,Punt,0,Commanders,4.0,2022,55
3,2,14:56,WAS 25,7,3:23,30,Punt,0,Commanders,4.0,2022,55
4,2,10:40,WAS 35,7,3:35,65,Touchdown,0,Commanders,4.0,2022,55
5,2,1:04,WAS 25,4,0:54,12,Interception,0,Commanders,4.0,2022,55
6,3,15:00,WAS 25,6,3:38,13,Punt,0,Commanders,4.0,2022,55
7,3,9:41,WAS 39,3,1:53,-17,Punt,0,Commanders,4.0,2022,55
8,3,4:56,WAS 25,8,3:29,48,Field Goal,0,Commanders,4.0,2022,55
9,4,14:54,WAS 18,4,2:19,22,Punt,0,Commanders,4.0,2022,55
10,4,11:21,DAL 30,7,3:24,14,Downs,0,Commanders,4.0,2022,55
11,4,6:08,WAS 11,3,0:39,2,Interception,0,Commanders,4.0,2022,55
12,4,3:51,WAS 25,6,1:12,19,Downs,0,Commanders,4.0,2022,55
13,4,1:53,WAS 7,7,1:53,30,End of Game,0,Commanders,4.0,2022,55
