Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%,week,year,game_id
Ernest Jones,LAR,0,6,5,83.3%,47.0,9.4,7.8,0.0,99.3,4.5,22.0,25.0,0,0,0,0.0,0,5,0,0.0%,4.0,2022,64
Derion Kendrick,LAR,0,6,4,66.7%,90.0,22.5,15.0,1.0,149.3,8.5,10.0,80.0,0,0,0,0.0,0,3,0,0.0%,4.0,2022,64
Nick Scott,LAR,0,2,2,100.0%,44.0,22.0,22.0,0.0,118.7,4.5,9.0,35.0,0,0,0,0.0,0,4,0,0.0%,4.0,2022,64
Taylor Rapp,LAR,0,2,2,100.0%,16.0,8.0,8.0,0.0,100.0,2.5,5.0,11.0,1,0,0,0.0,0,3,1,25.0%,4.0,2022,64
Grant Haley,LAR,0,5,2,40.0%,14.0,7.0,2.8,0.0,47.9,5.8,6.0,8.0,0,0,0,0.0,0,4,0,0.0%,4.0,2022,64
Bobby Wagner,LAR,0,1,1,100.0%,12.0,12.0,12.0,0.0,116.7,6.0,6.0,6.0,4,0,0,0.0,0,10,0,0.0%,4.0,2022,64
Leonard Floyd,LAR,0,1,1,100.0%,35.0,35.0,35.0,0.0,118.7,3.0,3.0,32.0,12,0,0,0.0,0,5,0,0.0%,4.0,2022,64
Terrell Lewis,LAR,0,2,1,50.0%,6.0,6.0,3.0,0.0,56.2,10.0,0.0,6.0,5,0,0,0.0,0,0,0,,4.0,2022,64
Aaron Donald,LAR,0,0,0,,,,,,,,,,0,0,1,0.0,1,5,1,16.7%,4.0,2022,64
A'Shawn Robinson,LAR,0,0,0,,,,,,,,,,0,1,0,0.0,1,2,1,33.3%,4.0,2022,64
Justin Hollins,LAR,0,0,0,,,,,,,,,,5,0,0,0.0,0,3,0,0.0%,4.0,2022,64
Jalen Ramsey,LAR,0,0,0,,,,,,,,,,3,0,0,0.0,0,2,1,33.3%,4.0,2022,64
Jordan Fuller,LAR,0,2,0,0.0%,,,0.0,,39.6,-2.5,,,0,0,0,0.0,0,2,0,0.0%,4.0,2022,64
Dre Greenlaw,SFO,0,14,11,78.6%,66.0,6.0,4.7,0.0,86.3,2.1,23.0,43.0,4,1,0,0.0,1,15,0,0.0%,4.0,2022,64
Deommodore Lenoir,SFO,0,11,9,81.8%,89.0,9.9,8.1,0.0,100.4,4.8,44.0,45.0,9,0,0,1.0,1,8,3,27.3%,4.0,2022,64
Emmanuel Moseley,SFO,0,9,7,77.8%,46.0,6.6,5.1,0.0,88.0,7.4,22.0,24.0,2,0,0,0.0,0,6,1,14.3%,4.0,2022,64
Fred Warner,SFO,0,7,4,57.1%,40.0,10.0,5.7,0.0,73.5,6.0,20.0,20.0,5,0,0,0.0,0,9,0,0.0%,4.0,2022,64
Talanoa Hufanga,SFO,1,5,2,40.0%,25.0,12.5,5.0,0.0,16.7,2.0,5.0,20.0,1,0,0,0.0,0,4,1,20.0%,4.0,2022,64
Charvarius Ward,SFO,0,5,2,40.0%,15.0,7.5,3.0,0.0,47.9,10.4,14.0,1.0,0,0,0,0.0,0,4,0,0.0%,4.0,2022,64
Nick Bosa,SFO,0,0,0,,,,,,,,,,0,3,3,2.0,8,3,0,0.0%,4.0,2022,64
Charles Omenihu,SFO,0,0,0,,,,,,,,,,0,1,1,1.0,3,2,1,33.3%,4.0,2022,64
Hassan Ridgeway,SFO,0,0,0,,,,,,,,,,0,0,1,1.0,2,1,0,0.0%,4.0,2022,64
Samson Ebukam,SFO,0,0,0,,,,,,,,,,0,0,0,2.0,2,4,0,0.0%,4.0,2022,64
Kevin Givens,SFO,0,0,0,,,,,,,,,,0,0,0,0.0,0,3,1,25.0%,4.0,2022,64
Tashaun Gipson,SFO,0,2,0,0.0%,,,0.0,,39.6,7.5,,,1,0,0,0.0,0,2,0,0.0%,4.0,2022,64
