Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,week,year,game_id
Travis Etienne,JAX,8,32,0,1,17,2.1,15,1.9,0,,4.0,2022,58
James Robinson,JAX,8,29,0,1,22,2.8,7,0.9,0,,4.0,2022,58
Trevor Lawrence,JAX,2,7,0,1,7,3.5,0,0.0,0,,4.0,2022,58
Christian Kirk,JAX,1,3,0,0,0,0.0,3,3.0,1,1.0,4.0,2022,58
Miles Sanders,PHI,27,134,2,7,87,3.2,47,1.7,1,27.0,4.0,2022,58
Jalen Hurts,PHI,16,38,1,4,30,1.9,8,0.5,0,,4.0,2022,58
Kenneth Gainwell,PHI,5,19,1,1,13,2.6,6,1.2,0,,4.0,2022,58
Trey Sermon,PHI,2,19,0,2,10,5.0,9,4.5,0,,4.0,2022,58
