#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,15:00,DAL 25,7,3:26,40,Field Goal,1,Cowboys,4.0,2022,55
2,1,7:01,DAL 10,3,2:03,1,Punt,1,Cowboys,4.0,2022,55
3,1,2:44,DAL 13,7,2:48,60,Field Goal,1,Cowboys,4.0,2022,55
4,2,11:33,DAL 16,3,0:53,1,Punt,1,Cowboys,4.0,2022,55
5,2,7:05,DAL 25,15,6:01,75,Touchdown,1,Cowboys,4.0,2022,55
6,2,0:10,DAL 17,1,0:10,3,End of Half,1,Cowboys,4.0,2022,55
7,3,11:22,DAL 15,4,1:41,-4,Punt,1,Cowboys,4.0,2022,55
8,3,7:48,DAL 38,5,2:52,52,Field Goal,1,Cowboys,4.0,2022,55
9,3,1:27,DAL 25,3,1:33,75,Touchdown,1,Cowboys,4.0,2022,55
10,4,12:35,DAL 9,3,1:14,-1,Punt,1,Cowboys,4.0,2022,55
11,4,7:57,DAL 16,3,1:49,34,Punt,1,Cowboys,4.0,2022,55
12,4,5:29,WAS 20,4,1:38,9,Field Goal,1,Cowboys,4.0,2022,55
13,4,2:39,WAS 44,3,0:46,-1,Punt,1,Cowboys,4.0,2022,55
