#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,10:47,IND 32,5,2:47,32,Touchdown,0,Titans,4.0,2022,54
2,1,7:05,TEN 25,6,3:19,75,Touchdown,0,Titans,4.0,2022,54
3,2,13:25,TEN 33,9,3:46,41,Field Goal,0,Titans,4.0,2022,54
4,2,9:34,IND 28,5,1:54,28,Touchdown,0,Titans,4.0,2022,54
5,2,2:13,TEN 26,8,2:13,49,End of Half,0,Titans,4.0,2022,54
6,3,15:00,TEN 24,3,2:25,-6,Punt,0,Titans,4.0,2022,54
7,3,7:26,TEN 25,3,1:50,3,Punt,0,Titans,4.0,2022,54
8,4,14:53,TEN 20,3,1:57,8,Punt,0,Titans,4.0,2022,54
9,4,8:40,TEN 22,5,3:54,13,Punt,0,Titans,4.0,2022,54
10,4,1:58,TEN 41,6,1:58,10,End of Game,0,Titans,4.0,2022,54
