Player,Tm,Fumbles Fmb,Fumbles FL,week,year,game_id
Justin Fields,CHI,1,1,4.0,2022,53
Khalil Herbert,CHI,0,0,4.0,2022,53
Trestan Ebner,CHI,2,1,4.0,2022,53
Darnell Mooney,CHI,0,0,4.0,2022,53
Trevon Wesco,CHI,0,0,4.0,2022,53
Cole Kmet,CHI,0,0,4.0,2022,53
Equanimeous St. Brown,CHI,1,0,4.0,2022,53
Ihmir Smith-Marsette,CHI,0,0,4.0,2022,53
Dante Pettis,CHI,0,0,4.0,2022,53
Daniel Jones,NYG,0,0,4.0,2022,53
Tyrod Taylor,NYG,1,0,4.0,2022,53
Saquon Barkley,NYG,0,0,4.0,2022,53
Matt Breida,NYG,0,0,4.0,2022,53
Daniel Bellinger,NYG,0,0,4.0,2022,53
Tanner Hudson,NYG,0,0,4.0,2022,53
Darius Slayton,NYG,0,0,4.0,2022,53
Richie James,NYG,1,1,4.0,2022,53
David Sills,NYG,0,0,4.0,2022,53
Kenny Golladay,NYG,0,0,4.0,2022,53
Gary Brightwell,NYG,0,0,4.0,2022,53
