Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Carson Wentz,WAS,0,0,0,0,0,4.0,2022,55
Antonio Gibson,WAS,3,3,14,0,11,4.0,2022,55
Jonathan Williams,WAS,0,0,0,0,0,4.0,2022,55
J.D. McKissic,WAS,4,3,16,0,9,4.0,2022,55
Jahan Dotson,WAS,4,3,43,1,31,4.0,2022,55
Curtis Samuel,WAS,7,4,38,0,15,4.0,2022,55
John Bates,WAS,6,4,19,0,7,4.0,2022,55
Logan Thomas,WAS,6,5,19,0,6,4.0,2022,55
Terry McLaurin,WAS,6,2,15,0,9,4.0,2022,55
Dyami Brown,WAS,4,1,6,0,6,4.0,2022,55
Cooper Rush,DAL,0,0,0,0,0,4.0,2022,55
Ezekiel Elliott,DAL,2,2,32,0,31,4.0,2022,55
Tony Pollard,DAL,3,1,2,0,2,4.0,2022,55
CeeDee Lamb,DAL,8,6,97,1,30,4.0,2022,55
Noah Brown,DAL,6,3,61,0,45,4.0,2022,55
Michael Gallup,DAL,3,2,24,1,15,4.0,2022,55
Jake Ferguson,DAL,1,1,7,0,7,4.0,2022,55
Dalton Schultz,DAL,3,0,0,0,0,4.0,2022,55
