Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Ryan Tannehill,TEN,0,0,0,0,0,4.0,2022,54
Derrick Henry,TEN,5,3,33,0,22,4.0,2022,54
Treylon Burks,TEN,3,2,14,0,8,4.0,2022,54
Chigoziem Okonkwo,TEN,3,3,38,1,23,4.0,2022,54
Robert Woods,TEN,4,4,30,1,10,4.0,2022,54
Dontrell Hilliard,TEN,4,4,18,0,8,4.0,2022,54
Austin Hooper,TEN,1,1,4,0,4,4.0,2022,54
Kyle Philips,TEN,1,0,0,0,0,4.0,2022,54
Matt Ryan,IND,0,0,0,0,0,4.0,2022,54
Jonathan Taylor,IND,3,1,1,0,1,4.0,2022,54
Mo Alie-Cox,IND,6,6,85,2,34,4.0,2022,54
Alec Pierce,IND,6,4,80,0,44,4.0,2022,54
Kylen Granson,IND,4,4,62,0,20,4.0,2022,54
Parris Campbell,IND,4,4,43,0,20,4.0,2022,54
Jelani Woods,IND,1,1,33,0,33,4.0,2022,54
Michael Pittman Jr.,IND,6,3,31,0,14,4.0,2022,54
Ashton Dulin,IND,3,2,18,0,10,4.0,2022,54
Nyheim Hines,IND,2,2,3,0,6,4.0,2022,54
Mike Strachan,IND,1,0,0,0,0,4.0,2022,54
