Rk,Player,Age,Team,Pos,G,GS,Def Interceptions Int,Def Interceptions Yds,Def Interceptions IntTD,Def Interceptions Lng,Def Interceptions PD,Fumbles FF,Fumbles Fmb,Fumbles FR,Fumbles Yds,Fumbles FRTD,Sk,Tackles Comb,Tackles Solo,Tackles Ast,Tackles TFL,Tackles QBHits,Sfty,Awards,Player_URL
211,Desmond King,28,HOU,DB/LCB,17,13,2,30,0,29,8,0,1,2,20,0,0.0,89,59,30,10,2,0,,
212,Deommodore Lenoir,23,SFO,LCB,17,13,1,8,0,8,5,0,0,0,0,0,1.0,79,54,25,6,2,0,,
213,Isaiah Simmons,24,ARI,LILB,17,13,2,61,1,56,7,2,0,1,0,0,4.0,99,68,31,5,4,0,,
214,Kyle Van Noy,31,LAC,LDE,17,13,0,0,0,0,3,1,0,2,0,0,5.0,46,30,16,8,9,0,,
215,Nick Westbrook-Ikhine,25,TEN,WR,17,13,0,0,0,0,0,0,0,1,0,0,0.0,1,1,0,0,0,0,,
216,Olamide Zaccheaus,25,ATL,WR,17,13,0,0,0,0,0,0,1,0,0,0,0.0,1,1,0,0,0,0,,
217,Kwon Alexander,28,NYJ,ROLB,17,12,0,0,0,0,1,1,0,0,0,0,0.5,69,42,27,6,2,0,,
218,Michael Davis,27,LAC,LCB,17,12,1,30,0,30,15,0,0,0,0,0,1.0,62,48,14,2,1,0,,
219,Rasul Douglas,27,GNB,DB,17,12,4,26,0,22,13,1,1,0,0,0,1.0,85,69,16,4,1,0,,
220,Travis Etienne,23,JAX,RB,17,12,0,0,0,0,0,0,5,1,0,0,0.0,0,0,0,0,0,0,,
221,Morgan Fox,28,LAC,LDT,17,12,0,0,0,0,0,0,0,0,0,0,6.5,38,24,14,8,11,0,,
222,Ko Kieft,24,TAM,TE,17,12,0,0,0,0,0,0,0,0,0,0,0.0,11,8,3,0,0,0,,
223,George Pickens,21,PIT,WR,17,12,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,,
224,Curtis Samuel,26,WAS,WR,17,12,0,0,0,0,0,0,1,0,0,0,0.0,2,2,0,0,0,0,,
225,Tyler Shatley,31,JAX,LG,17,12,0,0,0,0,0,0,0,1,0,0,0.0,1,1,0,0,0,0,,
226,Alex Singleton,29,DEN,RILB,17,12,0,0,0,0,3,1,0,0,0,0,0.0,163,101,62,6,3,0,,
227,Jahlani Tavai,26,NWE,RILB,17,12,0,0,0,0,2,0,0,0,0,0,1.5,69,37,32,2,4,0,,
228,Armon Watts,26,CHI,RDT,17,12,0,0,0,0,0,0,0,0,0,0,1.0,35,18,17,4,2,0,,
229,Darious Williams,29,JAX,LCB,17,12,0,0,0,0,16,0,0,0,0,0,0.0,53,35,18,2,0,0,,
230,Garrett Wilson,22,NYJ,WR,17,12,0,0,0,0,0,0,2,2,0,0,0.0,1,1,0,0,0,0,AP ORoY-1,
231,Mo Alie-Cox,29,IND,TE,17,11,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,,
232,Cody Barton,26,SEA,RILB,17,11,2,11,0,10,6,0,0,0,0,0,2.0,136,84,52,4,2,0,,
233,Kaden Elliss,27,NOR,RLB,17,11,0,0,0,0,2,2,0,0,0,0,7.0,78,43,35,7,10,0,,
234,Darrick Forrest,23,WAS,DB,17,11,4,1,0,1,9,2,0,1,12,0,0.0,88,56,32,1,0,0,,
235,Ernest Jones,23,LAR,LILB,17,11,1,0,0,0,2,1,0,0,0,0,0.0,114,66,48,4,1,0,,
236,Isiah Pacheco,23,KAN,RB,17,11,0,0,0,0,0,0,4,2,2,0,0.0,3,2,1,0,0,0,AP ORoY-10,
237,Jack Stoll,24,PHI,TE,17,11,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,,
238,Marquez Valdes-Scantling,28,KAN,WR,17,11,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,,
239,Jihad Ward,28,NYG,LDE,17,11,0,0,0,0,4,2,0,0,0,0,3.0,43,28,15,7,13,0,,
240,Trevis Gipson,25,CHI,LDE,17,10,0,0,0,0,3,0,0,0,0,0,3.0,31,17,14,4,11,0,,
241,C.J. Henderson,24,CAR,LCB,17,10,2,74,0,54,6,1,0,1,0,0,0.0,58,50,8,2,0,0,,
242,Christian McCaffrey,26,2TM,RB,17,16,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,"PB,AP OPoY-7,AP CPoY-2",
242,Christian McCaffrey,26,CAR,RB,6,6,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,,
242,Christian McCaffrey,26,SFO,RB,11,10,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,,
243,Rakeem Nunez-Roches,29,TAM,RDE,17,10,0,0,0,0,0,0,0,0,0,0,2.0,33,19,14,5,3,0,,
244,Chandon Sullivan,26,MIN,CB,17,10,0,0,0,0,7,0,0,1,0,0,0.0,60,45,15,2,1,0,,
245,Rodney Thomas II,24,IND,FS,17,10,4,51,0,35,6,0,0,0,0,0,0.0,52,34,18,0,0,0,,
246,Brock Wright,24,DET,TE,17,10,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,,
247,Montravius Adams,27,PIT,NT,17,9,0,0,0,0,1,0,0,0,0,0,0.0,26,12,14,1,0,0,,
248,D'Onta Foreman,26,CAR,RB,17,9,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,,
249,Leki Fotu,24,ARI,NT,17,9,0,0,0,0,0,0,0,1,0,0,0.0,31,13,18,1,2,0,,
250,William Gholston,31,TAM,LDE,17,9,0,0,0,0,0,0,0,1,0,0,0.0,49,24,25,4,5,0,,
251,Darren Hall,22,ATL,RCB,17,9,0,0,0,0,3,1,0,1,3,0,0.0,45,29,16,1,0,0,,
252,Jakob Johnson,28,LVR,FB,17,9,0,0,0,0,0,0,0,0,0,0,0.0,3,2,1,0,0,0,,
253,Ben Niemann,27,ARI,LB,17,9,0,0,0,0,1,0,0,1,0,0,0.0,70,38,32,2,1,0,,
254,Josh Oliver,25,BAL,TE,17,9,0,0,0,0,0,0,0,0,0,0,0.0,2,1,1,0,0,0,,
255,K.J. Osborn,25,MIN,WR,17,9,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,,
256,Roquan Smith,25,2TM,MLB,17,17,3,41,0,19,6,0,0,0,0,0,4.5,169,103,66,11,4,0,"PB,AP-1",
256,Roquan Smith,25,CHI,MLB,8,8,2,22,0,18,3,0,0,0,0,0,2.5,83,52,31,4,3,0,,
256,Roquan Smith,25,BAL,MLB,9,9,1,19,0,19,3,0,0,0,0,0,2.0,86,51,35,7,1,0,,
257,Broderick Washington Jr.,26,BAL,NT,17,9,0,0,0,0,6,0,0,0,0,0,1.0,49,25,24,2,4,0,,
258,Jamaal Williams,27,DET,RB,17,9,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,,
259,DaRon Bland,23,DAL,DB,17,8,5,19,0,15,7,0,0,0,0,0,0.0,54,38,16,1,2,0,,
260,Leo Chenal,22,KAN,RLB,17,8,0,0,0,0,0,0,0,0,0,0,1.0,35,19,16,3,3,0,,
261,Noah Gray,23,KAN,TE,17,8,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,,
262,Malik Harrison,24,BAL,ROLB,17,8,0,0,0,0,0,0,0,0,0,0,0.0,31,20,11,1,0,0,,
263,Tre' McKitty,23,LAC,TE,17,8,0,0,0,0,0,0,1,1,0,0,0.0,1,1,0,0,0,0,,
264,Keanu Neal,27,TAM,DB,17,8,1,0,0,0,4,0,0,0,0,0,0.5,63,41,22,2,5,0,,
265,Anthony Nelson,25,TAM,LOLB,17,8,0,0,0,0,0,3,0,1,0,0,5.5,46,26,20,4,6,0,,
266,Chigoziem Okonkwo,23,TEN,TE,17,8,0,0,0,0,0,0,0,0,0,0,0.0,7,5,2,0,0,0,,
267,Ogbonnia Okoronkwo,27,HOU,LDE,17,8,0,0,0,0,2,1,0,0,0,0,5.0,44,32,12,9,11,0,,
268,Adrian Phillips,30,NWE,ROLB,17,8,0,0,0,0,3,0,0,0,0,0,0.0,66,37,29,3,1,0,,
269,Quez Watkins,24,PHI,WR,17,8,0,0,0,0,0,0,1,0,0,0,0.0,3,3,0,0,0,0,,
270,Kyzir White,26,PHI,DB,17,8,0,0,0,0,7,0,0,0,0,0,1.5,110,66,44,3,3,0,,
271,Rachaad White,23,TAM,RB,17,8,0,0,0,0,0,0,3,0,0,0,0.0,6,4,2,0,0,0,,
272,DeAndre Carter,29,LAC,WR,17,7,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,,
273,Kingsley Enagbare,22,GNB,ROLB,17,7,0,0,0,0,3,0,0,0,0,0,3.0,31,18,13,5,8,0,,
274,Parker Hesse,27,ATL,TE,17,7,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,,
275,Greg Little,25,MIA,RT,17,7,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,,
276,Luke Masterson,24,LVR,RLB,17,7,0,0,0,0,0,0,0,0,0,0,0.0,59,30,29,4,1,0,,
277,Micah McFadden,22,NYG,RILB,17,7,0,0,0,0,0,1,0,0,0,0,2.0,59,36,23,6,2,0,,
278,Dante Pettis,27,CHI,WR,17,7,0,0,0,0,0,0,1,1,0,0,0.0,2,2,0,0,0,0,,
279,Kalif Raymond,28,DET,WR,17,7,0,0,0,0,0,0,3,2,0,0,0.0,0,0,0,0,0,0,AP-2,
280,Amik Robertson,24,LVR,DB,17,7,2,7,0,7,9,1,0,1,68,1,1.0,38,29,9,2,0,0,,
281,Dominique Robinson,24,CHI,RDE,17,7,0,0,0,0,2,0,0,0,0,0,1.5,30,19,11,2,2,0,,
282,Rhamondre Stevenson,24,NWE,RB,17,7,0,0,0,0,0,0,4,2,0,0,0.0,3,3,0,0,0,0,,
283,Geno Stone,23,BAL,FS,17,7,0,0,0,0,1,1,0,1,0,0,0.0,38,34,4,0,0,0,,
284,Coby Bryant,23,SEA,DB,17,6,0,0,0,0,4,4,0,0,0,0,2.0,70,52,18,4,4,0,,
285,Myles Bryant,24,NWE,CB,17,6,1,11,0,11,6,0,1,1,0,0,0.0,70,45,25,0,0,0,,
286,Michael Carter II,23,NYJ,DB,17,6,2,0,0,0,9,0,0,0,0,0,0.0,63,50,13,3,0,0,,
287,Martin Emerson,22,CLE,CB,17,6,0,0,0,0,15,0,0,0,0,0,1.0,63,51,12,1,1,0,,
288,Tony Fields,23,CLE,RLB,17,6,1,16,1,16,1,1,0,1,1,0,0.0,48,29,19,1,0,0,,
289,Rudy Ford,28,GNB,FS,17,6,3,87,0,34,3,1,0,1,1,0,0.0,44,31,13,0,0,0,,
290,Michael Hoecht,25,LAR,DT/LB,17,6,0,0,0,0,0,1,0,0,0,0,4.5,36,23,13,4,9,0,,
291,DeAndre Houston-Carson,29,CHI,SS,17,6,1,18,0,18,1,1,0,0,0,0,0.0,45,26,19,2,1,0,,
292,Arthur Maulet,29,PIT,CB,17,6,1,12,0,12,3,1,0,0,0,0,2.0,59,38,21,2,2,0,,
293,Royce Newman,25,GNB,RG/LG,17,6,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,,
294,Odafe Oweh,24,BAL,LOLB,17,6,0,0,0,0,0,1,0,1,0,0,3.0,43,30,13,7,11,0,,
295,Brandon Powell,27,LAR,WR,17,6,0,0,0,0,0,0,1,2,0,0,0.0,0,0,0,0,0,0,,
296,Eric Saubert,28,DEN,TE,17,6,0,0,0,0,0,0,0,1,0,0,0.0,7,5,2,0,0,0,,
297,Keith Smith,30,ATL,WR,17,6,0,0,0,0,0,0,0,0,0,0,0.0,4,3,1,0,0,0,,
298,Shi Smith,24,CAR,WR,17,6,0,0,0,0,0,0,4,1,0,0,0.0,3,3,0,0,0,0,,
299,DeMarcus Walker,28,TEN,DE,17,6,0,0,0,0,0,0,0,0,0,0,7.0,32,23,9,10,16,0,,
300,Troy Andersen,23,ATL,MLB,17,5,0,0,0,0,1,1,0,0,0,0,0.0,69,40,29,3,3,0,,
301,Dorance Armstrong Jr.,25,DAL,RDE,17,5,0,0,0,0,0,1,1,2,1,0,8.5,33,17,16,10,16,0,,
302,Alohi Gilman,25,LAC,S,17,5,1,18,0,18,3,1,0,2,4,0,0.0,58,35,23,0,0,0,,
303,Timmy Horne,25,ATL,DE,17,5,0,0,0,0,1,0,0,0,0,0,0.0,27,13,14,0,1,0,,
304,Jabrill Peppers,27,NWE,DB,17,5,0,0,0,0,0,0,0,1,12,0,0.0,60,35,25,2,0,0,,
305,Demarcus Robinson,28,BAL,WR,17,5,0,0,0,0,0,0,2,0,0,0,0.0,5,5,0,0,0,0,,
306,E.J. Speed,27,IND,LB,17,5,0,0,0,0,2,2,0,0,0,0,1.0,63,37,26,7,1,0,,
307,Tanner Vallejo,28,ARI,LB,17,5,0,0,0,0,1,1,0,0,0,0,0.0,37,20,17,2,2,0,,
308,Andrew Van Ginkel,27,MIA,ROLB,17,5,1,23,0,23,2,0,0,0,0,0,0.5,47,24,23,3,4,0,,
309,Justin Watson,26,KAN,WR,17,5,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,,
310,Damien Wilson,29,CAR,MLB,17,5,0,0,0,0,0,1,0,0,0,0,2.0,38,23,15,4,2,0,,
311,Alex Wright,22,CLE,DE,17,5,0,0,0,0,5,0,0,1,0,0,0.0,28,13,15,2,0,0,,
312,Justin Ellis,32,NYG,DT,17,4,0,0,0,0,0,0,0,0,0,0,1.0,22,5,17,2,1,0,,
313,C.J. Ham,29,MIN,FB,17,4,0,0,0,0,0,0,0,0,0,0,0.0,8,8,0,0,0,0,,
314,Darius Harris,26,KAN,LB,17,4,0,0,0,0,1,0,0,1,2,0,1.5,43,23,20,3,2,0,,
315,Richie James,27,NYG,WR,17,4,0,0,0,0,0,0,3,0,0,0,0.0,1,1,0,0,0,0,,
316,Keisean Nixon,25,GNB,CB,17,4,1,1,0,1,2,1,0,0,0,0,0.0,23,18,5,1,0,0,AP-1,
317,Dayo Odeyingbo,23,IND,DE,17,4,0,0,0,0,0,0,0,0,0,0,5.0,31,18,13,5,11,0,,
318,Dare Ogunbowale,28,HOU,RB,17,4,0,0,0,0,0,0,0,1,0,0,0.0,11,9,2,0,0,0,,
319,Mike Purcell,31,DEN,NT,17,4,0,0,0,0,0,0,0,1,0,0,1.5,45,21,24,1,4,1,,
320,Trent Sherfield,26,MIA,WR,17,4,0,0,0,0,0,0,0,0,0,0,0.0,3,2,1,0,0,0,,
321,Tommy Tremble,22,CAR,TE,17,4,0,0,0,0,0,0,1,0,0,0,0.0,4,3,1,0,0,0,,
322,Joshua Williams,23,KAN,DB,17,4,1,7,0,7,7,0,0,0,0,0,0.0,40,29,11,1,0,0,,
323,Oren Burks,27,SFO,LB,17,3,0,0,0,0,1,0,0,0,0,0,0.5,38,15,23,1,1,0,,
324,Josiah Deguara,25,GNB,TE,17,3,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,1,0,1,,
325,AJ Dillon,24,GNB,RB,17,3,0,0,0,0,0,0,1,2,0,0,0.0,1,1,0,0,0,0,,
326,Sean Harlow,27,ARI,G,17,3,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,,
327,Melvin Ingram,33,MIA,LB,17,3,0,0,0,0,1,1,0,2,3,1,6.0,22,15,7,7,10,0,,
328,Quinton Jefferson,29,SEA,DT,17,3,0,0,0,0,2,0,0,0,0,0,5.5,29,17,12,6,13,0,,
329,Arden Key,26,JAX,DE,17,3,0,0,0,0,2,0,0,1,0,0,4.5,27,16,11,5,15,0,,
330,Corey Levin,28,TEN,C,17,3,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,,
331,Boye Mafe,24,SEA,LB,17,3,0,0,0,0,0,0,0,0,0,0,3.0,41,28,13,3,4,0,,
332,Josh Metellus,24,MIN,S,17,3,1,0,0,0,5,0,0,0,0,0,0.0,42,32,10,1,0,0,,
333,Charles Omenihu,25,SFO,DE,17,3,0,0,0,0,1,1,0,0,0,0,4.5,20,7,13,3,16,0,,
334,Danny Pinter,26,IND,G,17,3,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,,
335,Jeremy Reaves,26,WAS,S,17,3,0,0,0,0,1,0,0,0,0,0,0.0,33,20,13,0,0,0,"PB,AP-1",
336,Nathan Shepherd,29,NYJ,DT,17,3,0,0,0,0,0,0,0,0,0,0,1.5,33,16,17,4,6,0,,
337,Cam Sims,26,WAS,WR,17,3,0,0,0,0,0,0,0,0,0,0,0.0,3,2,1,0,0,0,,
338,Ja'Sir Taylor,23,LAC,DB,17,3,0,0,0,0,1,0,0,0,0,0,0.0,22,13,9,0,0,0,,
339,Roderic Teamer,25,LVR,S,17,3,0,0,0,0,0,0,0,0,0,0,0.0,40,25,15,2,0,0,,
340,Robert Tonyan,28,GNB,TE,17,3,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,,
341,Derek Watt,30,PIT,FB,17,3,0,0,0,0,0,0,0,0,0,0,0.0,4,3,1,0,0,0,,
342,Sam Webb,24,LVR,CB,17,3,0,0,0,0,3,1,0,0,0,0,0.0,36,26,10,0,0,0,,
343,Avery Williams,24,ATL,RB,17,3,0,0,0,0,0,0,1,0,0,0,0.0,3,0,3,0,0,0,,
344,Mack Wilson,24,NWE,LB,17,3,0,0,0,0,1,1,0,0,0,0,1.5,36,15,21,2,2,0,,
345,Andrew Wingard,26,JAX,S,17,3,1,13,0,13,1,1,0,0,0,0,0.0,37,27,10,2,1,0,,
346,Tyson Alualu,35,PIT,NT,17,2,0,0,0,0,1,0,0,0,0,0,0.5,13,5,8,0,2,0,,
347,Braxton Berrios,27,NYJ,WR,17,2,0,0,0,0,0,0,1,0,0,0,0.0,1,0,1,0,0,0,,
348,Carlos Dunlap,33,KAN,DE,17,2,0,0,0,0,8,1,0,0,0,0,4.0,39,25,14,6,12,0,,
349,Mike Ford,27,ATL,CB,17,2,0,0,0,0,0,0,0,0,0,0,0.0,15,7,8,1,1,0,,
350,Peyton Hendershot,23,DAL,TE,17,2,0,0,0,0,0,0,1,0,0,0,0.0,7,6,1,0,0,0,,
351,Christian Holmes,25,WAS,CB,17,2,0,0,0,0,0,0,0,2,0,0,0.0,12,8,4,0,0,0,,
352,Austin Hooper,28,TEN,TE,17,2,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,,
353,Ray-Ray McCloud,26,SFO,WR,17,2,0,0,0,0,0,0,2,2,0,0,0.0,0,0,0,0,0,0,,
354,Zach Pascal,28,PHI,WR,17,2,0,0,0,0,0,0,0,0,0,0,0.0,7,6,1,0,0,0,,
355,Mike Pennel,31,CHI,DT,17,2,0,0,0,0,2,1,0,1,0,0,0.0,26,16,10,2,2,0,,
356,James Pierre,26,PIT,CB,17,2,1,0,0,0,4,0,1,1,0,0,0.0,29,21,8,0,0,0,,
357,Duke Riley,28,MIA,LB,17,2,0,0,0,0,2,0,0,0,0,0,1.0,45,25,20,3,0,0,,
358,Tedarrell Slaton,25,GNB,DT,17,2,0,0,0,0,2,0,0,0,0,0,0.0,31,15,16,2,0,0,,
359,Tremon Smith,26,HOU,DB,17,2,2,33,0,26,4,3,0,0,0,0,0.0,22,16,6,1,0,0,,
360,Daniel Sorensen,32,NOR,S,17,2,2,50,0,36,3,0,0,0,0,0,0.0,25,15,10,0,0,0,,
361,Keith Taylor,24,CAR,CB,17,2,0,0,0,0,3,0,1,2,0,0,0.0,29,24,5,0,0,0,,
362,Charlie Woerner,25,SFO,TE,17,2,0,0,0,0,0,0,0,0,0,0,0.0,6,4,2,0,0,0,,
363,Chris Board,27,DET,LB,17,1,0,0,0,0,1,1,0,0,0,0,0.0,21,17,4,0,1,0,,
364,Matt Breida,27,NYG,RB,17,1,0,0,0,0,0,0,0,0,0,0,0.0,3,2,1,0,0,0,,
365,Tyler Davis,25,GNB,TE,17,1,0,0,0,0,0,0,0,0,0,0,0.0,10,6,4,0,0,0,,
366,Dee Delaney,27,TAM,DB,17,1,0,0,0,0,0,0,1,0,0,0,0.0,29,25,4,2,0,0,,
367,Sam Franklin,26,CAR,S,17,1,0,0,0,0,0,1,0,0,0,0,0.0,20,15,5,1,0,0,,
368,Brandon Graham,34,PHI,DE,17,1,0,0,0,0,1,2,0,0,0,0,11.0,35,19,16,11,16,0,AP CPoY-4,
369,A.J. Green,24,CLE,CB,17,1,1,0,0,0,1,0,0,0,0,0,0.0,18,14,4,0,1,0,,
370,Marquis Haynes,29,CAR,LB,17,1,0,0,0,0,4,0,0,1,44,1,5.0,29,20,9,7,13,0,,
371,KhaDarel Hodge,27,ATL,WR,17,1,0,0,0,0,0,0,0,0,0,0,0.0,9,7,2,0,0,0,,
372,Ty Johnson,25,NYJ,RB,17,1,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,,
373,Tim Jones,24,JAX,WR,17,1,0,0,0,0,0,0,0,0,0,0,0.0,3,1,2,0,0,0,,
374,Isaiah McDuffie,23,GNB,LB,17,1,0,0,0,0,0,0,0,1,0,0,0.0,43,27,16,0,0,0,,
375,Tanner Muse,26,SEA,LB,17,1,0,0,0,0,1,0,0,0,0,0,0.0,16,11,5,0,0,0,,
376,Efe Obada,30,WAS,DE,17,1,0,0,0,0,2,0,0,0,0,0,4.0,24,14,10,4,8,0,,
377,Anthony Pittman,26,DET,LB,17,1,0,0,0,0,0,1,0,0,0,0,0.0,5,3,2,0,1,0,,
378,K'Von Wallace,25,PHI,S,17,1,0,0,0,0,2,0,0,0,0,0,0.0,28,21,7,1,0,0,,
379,Ameer Abdullah,29,LVR,RB,17,0,0,0,0,0,0,0,0,0,0,0,0.0,8,4,4,0,0,0,,
380,Bryan Anger,34,DAL,P,17,0,0,0,0,0,0,0,1,1,-14,0,0.0,0,0,0,0,0,0,,
381,Justin Bethel,32,MIA,DB,17,0,1,11,0,11,4,0,0,0,0,0,0.0,26,17,9,0,0,0,,
382,Kris Boyd,26,MIN,DB,17,0,0,0,0,0,0,1,0,1,0,0,0.0,13,8,5,0,0,0,,
383,Gary Brightwell,23,NYG,RB,17,0,0,0,0,0,0,0,0,1,0,0,0.0,4,0,4,0,0,0,,
384,Cam Brown,24,NYG,LB,17,0,0,0,0,0,0,0,0,0,0,0,0.0,6,3,3,0,0,0,,
385,Michael Burton,30,KAN,RB,17,0,0,0,0,0,0,0,0,0,0,0,0.0,8,4,4,0,0,0,,
386,Jake Camarda,23,TAM,P,17,0,0,0,0,0,0,0,0,0,0,0,0.0,6,5,1,0,0,0,,
387,Sean Chandler,26,CAR,S,17,0,0,0,0,0,0,0,0,0,0,0,0.0,19,11,8,0,0,0,,
388,Camaron Cheeseman,24,WAS,LS,17,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,,
389,Chris Claybrooks,25,JAX,CB,17,0,0,0,0,0,0,0,0,0,0,0,0.0,13,10,3,0,0,0,,
390,Jack Coco,24,GNB,LS,17,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,,
391,Carter Coughlin,25,NYG,LB,17,0,0,0,0,0,0,1,0,1,0,0,0.0,9,7,2,0,0,0,,
392,Britain Covey,25,PHI,WR,17,0,0,0,0,0,0,0,2,2,0,0,0.0,0,0,0,0,0,0,,
393,Byron Cowart,26,IND,DT,17,0,0,0,0,0,0,0,0,0,0,0,0.0,12,4,8,2,0,0,,
394,Morgan Cox,36,TEN,LS,17,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,PB,
395,Scott Daly,28,DET,LS,17,0,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,,
396,Nakobe Dean,22,PHI,LB,17,0,0,0,0,0,0,0,0,0,0,0,0.0,13,9,4,1,0,0,,
397,Andrew DePaola,35,MIN,LS,17,0,0,0,0,0,0,0,0,0,0,0,0.0,3,2,1,0,0,0,"PB,AP-1",
398,Michael Dickson,26,SEA,P,17,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,,
399,Riley Dixon,29,LAR,P,17,0,0,0,0,0,0,0,0,0,0,0,0.0,3,3,0,0,0,0,,
400,Andrew Dowell,26,NOR,LB,17,0,0,0,0,0,0,2,0,0,0,0,0.0,7,4,3,0,0,0,,
401,Troy Dye,26,MIN,LB,17,0,0,0,0,0,0,0,0,1,0,0,0.0,15,8,7,0,0,0,,
402,Trestan Ebner,23,CHI,RB,17,0,0,0,0,0,0,0,2,4,-18,0,0.0,3,3,0,0,0,0,,
403,Samuel Eguavoen,29,MIA,LB,17,0,0,0,0,0,0,0,0,0,0,0,0.0,4,2,2,0,0,0,,
404,Matthias Farley,30,LVR,S,17,0,0,0,0,0,0,0,0,0,0,0,0.0,11,4,7,0,0,0,,
405,Luke Farrell,25,JAX,TE,17,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,,
406,Blake Ferguson,25,MIA,LS,17,0,0,0,0,0,0,0,0,0,0,0,0.0,2,1,1,0,0,0,,
407,Demetrius Flannigan-Fowles,26,SFO,LB,17,0,0,0,0,0,0,0,0,0,0,0,1.0,22,13,9,1,1,0,,
408,Dante Fowler,28,DAL,DE,17,0,0,0,0,0,2,2,0,0,0,0,6.0,27,22,5,7,9,0,,
409,Jack Fox,26,DET,P,17,0,0,0,0,0,0,0,0,1,0,0,0.0,1,0,1,0,0,0,,
410,Graham Gano,35,NYG,K,17,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,,
411,Matt Gay,28,LAR,K,17,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,,
412,Trenton Gill,23,CHI,P,17,0,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,,
413,Jamie Gillan,25,NYG,P,17,0,0,0,0,0,0,0,1,0,0,0,0.0,1,1,0,0,0,0,,
414,C.J. Goodwin,32,DAL,CB,17,0,0,0,0,0,0,1,0,0,0,0,0.0,8,3,5,0,0,0,,
415,Robbie Gould,40,SFO,K,17,0,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,,
416,Matt Haack,28,IND,P,17,0,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,,
417,Logan Hall,22,TAM,DE,17,0,0,0,0,0,0,0,0,0,0,0,2.5,12,7,5,5,6,0,,
418,Justin Hardee,28,NYJ,WR,17,0,0,0,0,0,0,1,0,0,0,0,0.0,14,10,4,0,0,0,PB,
419,Josh Harris,33,LAC,LS,17,0,0,0,0,0,0,0,0,0,0,0,0.0,2,0,2,0,0,0,,
420,Jamycal Hasty,26,JAX,RB,17,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,,
421,Thomas Hennessy,28,NYJ,LS,17,0,0,0,0,0,0,0,0,0,0,0,0.0,2,1,1,0,0,0,,
422,Matt Henningsen,23,DEN,DE,17,0,0,0,0,0,0,0,0,0,0,0,1.0,21,8,13,2,1,0,,
423,Connor Heyward,23,PIT,TE,17,0,0,0,0,0,0,0,0,0,0,0,0.0,9,3,6,0,0,0,,
424,Charley Hughlett,32,CLE,LS,17,0,0,0,0,0,0,0,0,0,0,0,0.0,2,0,2,0,0,0,,
425,Kareem Hunt,27,CLE,RB,17,0,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,,
426,J.J. Jansen,36,CAR,LS,17,0,0,0,0,0,0,0,0,0,0,0,0.0,2,1,1,0,0,0,,
427,Caleb Johnson,24,JAX,LB,17,0,0,0,0,0,0,1,0,0,0,0,0.0,16,10,6,0,0,0,,
428,Benito Jones,25,DET,DT,17,0,0,0,0,0,2,0,0,0,0,0,1.5,16,8,8,0,4,0,,
