Unnamed: 0_level_0,Unnamed: 1_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,week,year,game_id
Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,,,
Russell Wilson,DEN,24,29,193,2,0,4,15,30,117.4,10.0,2023,150
Javonte Williams,DEN,0,0,0,0,0,0,0,0,,10.0,2023,150
Samaje Perine,DEN,0,0,0,0,0,0,0,0,,10.0,2023,150
Jaleel McLaughlin,DEN,0,0,0,0,0,0,0,0,,10.0,2023,150
Courtland Sutton,DEN,0,0,0,0,0,0,0,0,,10.0,2023,150
Jerry Jeudy,DEN,0,0,0,0,0,0,0,0,,10.0,2023,150
Adam Trautman,DEN,0,0,0,0,0,0,0,0,,10.0,2023,150
Lil'Jordan Humphrey,DEN,0,0,0,0,0,0,0,0,,10.0,2023,150
Chris Manhertz,DEN,0,0,0,0,0,0,0,0,,10.0,2023,150
Lucas Krull,DEN,0,0,0,0,0,0,0,0,,10.0,2023,150
Marvin Mims,DEN,0,0,0,0,0,0,0,0,,10.0,2023,150
Josh Allen,BUF,15,26,177,1,2,0,0,38,59.3,10.0,2023,150
James Cook,BUF,0,0,0,0,0,0,0,0,,10.0,2023,150
Latavius Murray,BUF,0,0,0,0,0,0,0,0,,10.0,2023,150
Ty Johnson,BUF,0,0,0,0,0,0,0,0,,10.0,2023,150
Gabriel Davis,BUF,0,0,0,0,0,0,0,0,,10.0,2023,150
Dalton Kincaid,BUF,0,0,0,0,0,0,0,0,,10.0,2023,150
Stefon Diggs,BUF,0,0,0,0,0,0,0,0,,10.0,2023,150
Khalil Shakir,BUF,0,0,0,0,0,0,0,0,,10.0,2023,150
Deonte Harty,BUF,0,0,0,0,0,0,0,0,,10.0,2023,150
