Unnamed: 0_level_0,Unnamed: 1_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,week,year,game_id
Player,Tm,Tgt,Rec,Yds,TD,Lng,,,
Jared Goff,DET,0,0,0,0,0,10.0,2023,145
David Montgomery,DET,0,0,0,0,0,10.0,2023,145
Jahmyr Gibbs,DET,5,3,35,0,24,10.0,2023,145
Amon-Ra St. Brown,DET,9,8,156,1,46,10.0,2023,145
Kalif Raymond,DET,4,2,46,0,41,10.0,2023,145
Sam LaPorta,DET,5,4,40,0,19,10.0,2023,145
Brock Wright,DET,3,2,23,1,25,10.0,2023,145
Jameson Williams,DET,2,2,18,0,13,10.0,2023,145
Josh Reynolds,DET,4,2,15,0,8,10.0,2023,145
Justin Herbert,LAC,0,0,0,0,0,10.0,2023,145
Austin Ekeler,LAC,7,4,48,0,24,10.0,2023,145
Joshua Kelley,LAC,0,0,0,0,0,10.0,2023,145
Keenan Allen,LAC,14,11,175,2,38,10.0,2023,145
Jalen Guyton,LAC,6,4,41,1,18,10.0,2023,145
Quentin Johnston,LAC,4,4,34,1,17,10.0,2023,145
Donald Parham,LAC,2,2,18,0,16,10.0,2023,145
Derius Davis,LAC,2,2,7,0,9,10.0,2023,145
Stone Smartt,LAC,3,0,0,0,0,10.0,2023,145
Gerald Everett,LAC,2,0,0,0,0,10.0,2023,145
