Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST,home_team,team,week,year,game_id
Player,Pos,Num,Pct,Num,Pct,Num,Pct,,,,,
Jake Matthews,T,71,100%,0,0%,3,12%,0,Falcons,10.0,2023,146
Matthew Bergeron,G,71,100%,0,0%,3,12%,0,Falcons,10.0,2023,146
Kaleb McGary,T,71,100%,0,0%,3,12%,0,Falcons,10.0,2023,146
Chris Lindstrom,G,71,100%,0,0%,3,12%,0,Falcons,10.0,2023,146
Drew Dalman,C,71,100%,0,0%,0,0%,0,Falcons,10.0,2023,146
Drake London,WR,55,77%,0,0%,0,0%,0,Falcons,10.0,2023,146
Bijan Robinson,RB,53,75%,0,0%,1,4%,0,Falcons,10.0,2023,146
Kyle Pitts,TE,50,70%,0,0%,0,0%,0,Falcons,10.0,2023,146
Taylor Heinicke,QB,49,69%,0,0%,0,0%,0,Falcons,10.0,2023,146
Jonnu Smith,TE,31,44%,0,0%,0,0%,0,Falcons,10.0,2023,146
MyCole Pruitt,TE,30,42%,0,0%,6,23%,0,Falcons,10.0,2023,146
KhaDarel Hodge,WR,28,39%,0,0%,17,65%,0,Falcons,10.0,2023,146
Van Jefferson,WR,26,37%,0,0%,0,0%,0,Falcons,10.0,2023,146
Cordarrelle Patterson,RB,22,31%,0,0%,6,23%,0,Falcons,10.0,2023,146
Desmond Ridder,QB,22,31%,0,0%,0,0%,0,Falcons,10.0,2023,146
Keith Smith,FB,21,30%,0,0%,17,65%,0,Falcons,10.0,2023,146
Tyler Allgeier,RB,19,27%,0,0%,1,4%,0,Falcons,10.0,2023,146
Scott Miller,WR,15,21%,0,0%,8,31%,0,Falcons,10.0,2023,146
John FitzPatrick,TE,5,7%,0,0%,10,38%,0,Falcons,10.0,2023,146
Nathan Landman,LB,0,0%,65,100%,7,27%,0,Falcons,10.0,2023,146
Jeff Okudah,CB,0,0%,65,100%,0,0%,0,Falcons,10.0,2023,146
AJ Terrell,CB,0,0%,65,100%,0,0%,0,Falcons,10.0,2023,146
Jessie Bates III,FS,0,0%,65,100%,0,0%,0,Falcons,10.0,2023,146
Kaden Elliss,LB,0,0%,64,98%,0,0%,0,Falcons,10.0,2023,146
Richie Grant,SS,0,0%,61,94%,8,31%,0,Falcons,10.0,2023,146
Bud Dupree,LB,0,0%,42,65%,0,0%,0,Falcons,10.0,2023,146
Calais Campbell,DE,0,0%,40,62%,8,31%,0,Falcons,10.0,2023,146
Kentavius Street,DT,0,0%,36,55%,4,15%,0,Falcons,10.0,2023,146
Albert Huggins,DT,0,0%,34,52%,4,15%,0,Falcons,10.0,2023,146
Clark Phillips,CB,0,0%,30,46%,8,31%,0,Falcons,10.0,2023,146
Lorenzo Carter,LB,0,0%,27,42%,10,38%,0,Falcons,10.0,2023,146
Ta'Quon Graham,DE,0,0%,24,37%,5,19%,0,Falcons,10.0,2023,146
Zach Harrison,DE,0,0%,24,37%,1,4%,0,Falcons,10.0,2023,146
Timmy Horne,DT,0,0%,23,35%,1,4%,0,Falcons,10.0,2023,146
Arnold Ebiketie,LB,0,0%,21,32%,3,12%,0,Falcons,10.0,2023,146
Mike Hughes,CB,0,0%,18,28%,5,19%,0,Falcons,10.0,2023,146
DeMarcco Hellams,SS,0,0%,11,17%,9,35%,0,Falcons,10.0,2023,146
Andre Smith,LB,0,0%,0,0%,23,88%,0,Falcons,10.0,2023,146
Micah Abernathy,FS,0,0%,0,0%,23,88%,0,Falcons,10.0,2023,146
Tre Flowers,CB,0,0%,0,0%,23,88%,0,Falcons,10.0,2023,146
DeAngelo Malone,LB,0,0%,0,0%,23,88%,0,Falcons,10.0,2023,146
Bradley Pinion,P,0,0%,0,0%,12,46%,0,Falcons,10.0,2023,146
Frank Darby,WR,0,0%,0,0%,12,46%,0,Falcons,10.0,2023,146
Liam McCullough,LS,0,0%,0,0%,7,27%,0,Falcons,10.0,2023,146
Storm Norton,T,0,0%,0,0%,3,12%,0,Falcons,10.0,2023,146
Ryan Neuzil,C,0,0%,0,0%,3,12%,0,Falcons,10.0,2023,146
Kyle Hinton,G,0,0%,0,0%,3,12%,0,Falcons,10.0,2023,146
Younghoe Koo,K,0,0%,0,0%,3,12%,0,Falcons,10.0,2023,146
