Unnamed: 0_level_0,Unnamed: 1_level_0,Rushing,Rushing,Rushing,Rushing,week,year,game_id
Player,Tm,Att,Yds,TD,Lng,,,
Jameis Winston,NOR,0,0,0,0,10.0,2023,144
Derek Carr,NOR,1,10,0,10,10.0,2023,144
Alvin Kamara,NOR,9,42,0,9,10.0,2023,144
Jamaal Williams,NOR,4,7,0,3,10.0,2023,144
Taysom Hill,NOR,1,6,0,6,10.0,2023,144
Chris Olave,NOR,0,0,0,0,10.0,2023,144
A.T. Perry,NOR,0,0,0,0,10.0,2023,144
Rashid Shaheed,NOR,0,0,0,0,10.0,2023,144
Lynn Bowden Jr.,NOR,0,0,0,0,10.0,2023,144
Michael Thomas,NOR,0,0,0,0,10.0,2023,144
Juwan Johnson,NOR,0,0,0,0,10.0,2023,144
Joshua Dobbs,MIN,8,44,1,11,10.0,2023,144
Ty Chandler,MIN,15,45,1,13,10.0,2023,144
Alexander Mattison,MIN,8,27,0,9,10.0,2023,144
Kene Nwangwu,MIN,2,9,0,8,10.0,2023,144
T.J. Hockenson,MIN,0,0,0,0,10.0,2023,144
Jordan Addison,MIN,0,0,0,0,10.0,2023,144
Brandon Powell,MIN,0,0,0,0,10.0,2023,144
Jalen Nailor,MIN,0,0,0,0,10.0,2023,144
Johnny Mundt,MIN,0,0,0,0,10.0,2023,144
