Player,Tm,Cmp,Att,Yds,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,week,year,game_id
Derek Carr,NOR,20,31,219,10,31.3,316,10.2,124,6.2,4.0,95,4.8,2,6.5%,8,25.8%,1,12,6,2,9,27.3%,1,3.0,14.0,2024,202
Drew Lock,NYG,21,49,227,12,23.5,399,8.1,147,7.0,3.0,80,3.8,3,6.4%,11,23.4%,2,7,9,11,22,39.3%,5,11.8,14.0,2024,202
