Unnamed: 0_level_0,Unnamed: 1_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,week,year,game_id
Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,,,
Jordan Love,GNB,12,20,206,1,0,1,7,59,111.7,14.0,2024,196
Josh Jacobs,GNB,0,0,0,0,0,0,0,0,,14.0,2024,196
Emanuel Wilson,GNB,0,0,0,0,0,0,0,0,,14.0,2024,196
Chris Brooks,GNB,0,0,0,0,0,0,0,0,,14.0,2024,196
Christian Watson,GNB,0,0,0,0,0,0,0,0,,14.0,2024,196
Dontayvion Wicks,GNB,0,0,0,0,0,0,0,0,,14.0,2024,196
Tucker Kraft,GNB,0,0,0,0,0,0,0,0,,14.0,2024,196
Ben Sims,GNB,0,0,0,0,0,0,0,0,,14.0,2024,196
Jayden Reed,GNB,0,0,0,0,0,0,0,0,,14.0,2024,196
Jared Goff,DET,32,41,283,3,1,1,3,28,109.7,14.0,2024,196
David Montgomery,DET,0,0,0,0,0,0,0,0,,14.0,2024,196
Jahmyr Gibbs,DET,0,0,0,0,0,0,0,0,,14.0,2024,196
Amon-Ra St. Brown,DET,0,0,0,0,0,0,0,0,,14.0,2024,196
Jameson Williams,DET,0,0,0,0,0,0,0,0,,14.0,2024,196
Sam LaPorta,DET,0,0,0,0,0,0,0,0,,14.0,2024,196
Tim Patrick,DET,0,0,0,0,0,0,0,0,,14.0,2024,196
Brock Wright,DET,0,0,0,0,0,0,0,0,,14.0,2024,196
