Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,week,year,game_id
Amari Cooper,BUF,14,6,95,0,5.0,77,12.8,18,3.0,13.9,0,,0,0.0,0,66.1,14.0,2024,205
Khalil Shakir,BUF,8,5,106,1,3.0,53,10.6,53,10.6,12.4,0,,0,0.0,0,145.8,14.0,2024,205
Mack Hollins,BUF,6,4,57,1,3.0,42,10.5,15,3.8,4.0,0,,0,0.0,0,136.8,14.0,2024,205
James Cook,BUF,2,2,9,0,,-4,-2.0,13,6.5,-2.0,0,,0,0.0,0,85.4,14.0,2024,205
Ty Johnson,BUF,3,2,55,1,2.0,-9,-4.5,64,32.0,0.3,0,,0,0.0,0,149.3,14.0,2024,205
Curtis Samuel,BUF,3,2,15,0,1.0,1,0.5,14,7.0,1.3,0,,0,0.0,0,78.5,14.0,2024,205
Dawson Knox,BUF,1,1,5,0,,-2,-2.0,7,7.0,-2.0,0,,0,0.0,0,87.5,14.0,2024,205
Puka Nacua,LAR,14,12,162,1,8.0,78,6.5,84,7.0,7.1,0,,0,0.0,0,138.7,14.0,2024,205
Cooper Kupp,LAR,8,5,92,1,4.0,71,14.2,21,4.2,12.8,0,,0,0.0,0,141.7,14.0,2024,205
Tutu Atwell,LAR,3,3,45,0,3.0,35,11.7,10,3.3,11.7,0,,0,0.0,0,118.7,14.0,2024,205
Kyren Williams,LAR,2,2,10,0,0.0,3,1.5,7,3.5,1.5,0,,0,0.0,0,87.5,14.0,2024,205
Colby Parkinson,LAR,1,1,11,0,,6,6.0,5,5.0,6.0,0,,0,0.0,0,112.5,14.0,2024,205
Hunter Long,LAR,1,0,0,0,,0,,0,,3.0,0,,1,100.0,0,39.6,14.0,2024,205
Demarcus Robinson,LAR,1,0,0,0,,0,,0,,27.0,0,,0,0.0,0,39.6,14.0,2024,205
