Unnamed: 0_level_0,Unnamed: 1_level_0,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,week,year,game_id
Tm,Total,Tot,Pass,Rush,TOvr,Tot,Pass,Rush,TOvr,Tot,KO,KR,P,PR,FG/XP,,,
Cardinals,-13.0,0.39,-0.59,1.31,-6.54,-10.26,-9.43,-1.86,0.0,-2.05,-3.56,6.58,2.25,-3.18,-4.14,14.0,2024,204
Seahawks,13.0,10.26,9.43,1.86,0.0,-0.39,0.59,-1.31,6.54,2.05,-6.58,3.56,3.18,-2.25,4.14,14.0,2024,204
