0,1,week,year,game_id
Won Toss,Chargers (deferred),14.0,2024,207
Roof,outdoors,14.0,2024,207
Surface,grass,14.0,2024,207
Duration,2:59,14.0,2024,207
Attendance,73571,14.0,2024,207
Weather,"50 degrees, relative humidity 80%, wind 10 mph",14.0,2024,207
Vegas Line,Kansas City Chiefs -4.0,14.0,2024,207
Over/Under,43.0 (under),14.0,2024,207
