Unnamed: 0_level_0,Unnamed: 1_level_0,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,week,year,game_id
Tm,Total,Tot,Pass,Rush,TOvr,Tot,Pass,Rush,TOvr,Tot,KO,KR,P,PR,FG/XP,,,
Raiders,-15.0,-5.22,-0.98,-4.24,-8.52,-12.48,-4.9,-8.28,12.33,4.26,-1.34,4.3,1.15,0.11,0.04,14.0,2024,203
Buccaneers,15.0,12.48,4.9,8.28,-12.33,5.22,0.98,4.24,8.52,-4.26,-4.3,1.34,-0.11,-1.15,-0.04,14.0,2024,203
