Unnamed: 0_level_0,Unnamed: 1_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,week,year,game_id
Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,,,
Bryce Young,CAR,19,34,191,1,1,1,7,31,69.6,14.0,2024,198
Chuba Hubbard,CAR,0,0,0,0,0,0,0,0,,14.0,2024,198
Adam Thielen,CAR,0,0,0,0,0,0,0,0,,14.0,2024,198
Xavier Legette,CAR,0,0,0,0,0,0,0,0,,14.0,2024,198
David Moore,CAR,0,0,0,0,0,0,0,0,,14.0,2024,198
Deven Thompkins,CAR,0,0,0,0,0,0,0,0,,14.0,2024,198
Tommy Tremble,CAR,0,0,0,0,0,0,0,0,,14.0,2024,198
Ja'Tavion Sanders,CAR,0,0,0,0,0,0,0,0,,14.0,2024,198
Jonathon Brooks,CAR,0,0,0,0,0,0,0,0,,14.0,2024,198
Jalen Hurts,PHI,14,21,108,2,0,4,25,27,110.8,14.0,2024,198
Saquon Barkley,PHI,0,0,0,0,0,0,0,0,,14.0,2024,198
Kenneth Gainwell,PHI,0,0,0,0,0,0,0,0,,14.0,2024,198
A.J. Brown,PHI,0,0,0,0,0,0,0,0,,14.0,2024,198
DeVonta Smith,PHI,0,0,0,0,0,0,0,0,,14.0,2024,198
Grant Calcaterra,PHI,0,0,0,0,0,0,0,0,,14.0,2024,198
Jahan Dotson,PHI,0,0,0,0,0,0,0,0,,14.0,2024,198
Johnny Wilson,PHI,0,0,0,0,0,0,0,0,,14.0,2024,198
