#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,15:00,LAR 30,12,6:34,70,Touchdown,1,Rams,14.0,2024,205
2,1,3:22,LAR 32,10,4:45,65,Field Goal,1,Rams,14.0,2024,205
3,2,10:23,LAR 24,12,7:47,76,Touchdown,1,Rams,14.0,2024,205
4,2,0:49,LAR 13,4,0:49,13,End of Half,1,Rams,14.0,2024,205
5,3,13:55,LAR 24,11,5:29,76,Touchdown,1,Rams,14.0,2024,205
6,3,3:54,LAR 30,7,3:36,70,Touchdown,1,Rams,14.0,2024,205
7,4,14:27,LAR 30,3,1:35,8,Punt,1,Rams,14.0,2024,205
8,4,8:49,LAR 29,11,6:55,71,Touchdown,1,Rams,14.0,2024,205
9,4,1:00,BUF 45,3,1:00,3,Punt,1,Rams,14.0,2024,205
