#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,13:31,CLE 17,3,1:29,-12,Punt,0,Browns,14.0,2024,199
2,1,9:32,CLE 30,7,3:42,70,Touchdown,0,Browns,14.0,2024,199
3,1,4:34,CLE 37,5,2:38,22,Punt,0,Browns,14.0,2024,199
4,1,0:43,CLE 38,3,1:02,-1,Punt,0,Browns,14.0,2024,199
5,2,13:26,CLE 47,1,0:08,0,Interception,0,Browns,14.0,2024,199
6,2,11:00,CLE 30,3,1:00,5,Punt,0,Browns,14.0,2024,199
7,2,4:21,CLE 30,12,3:58,50,Missed FG,0,Browns,14.0,2024,199
8,3,15:00,PIT 39,5,2:20,14,Missed FG,0,Browns,14.0,2024,199
9,3,8:37,CLE 30,6,2:51,16,Downs,0,Browns,14.0,2024,199
10,3,3:51,CLE 30,10,4:19,31,Punt,0,Browns,14.0,2024,199
11,4,13:06,CLE 21,14,5:47,79,Touchdown,0,Browns,14.0,2024,199
12,4,4:43,,2,0:46,11,Interception,0,Browns,14.0,2024,199
