Unnamed: 0_level_0,Unnamed: 1_level_0,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Unnamed: 7_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Fumbles,Fumbles,Fumbles,Fumbles,week,year,game_id
Player,Tm,Int,Yds,TD,Lng,PD,Sk,Comb,Solo,Ast,TFL,QBHits,FR,Yds,TD,FF,,,
Myles Garrett,CLE,0,0,0,0,0,1.0,3,2,1,1,3,1,0,0,0,14.0,2024,199
Mohamoud Diabate,CLE,0,0,0,0,0,0.0,7,2,5,1,0,0,0,0,0,14.0,2024,199
Devin Bush Jr.,CLE,0,0,0,0,0,0.0,6,1,5,1,0,0,0,0,0,14.0,2024,199
Grant Delpit,CLE,0,0,0,0,0,0.0,6,1,5,0,0,0,0,0,0,14.0,2024,199
Jowon Briggs,CLE,0,0,0,0,0,0.0,5,0,5,0,0,0,0,0,0,14.0,2024,199
Martin Emerson,CLE,0,0,0,0,0,0.0,5,4,1,0,0,0,0,0,0,14.0,2024,199
Jordan Hicks,CLE,0,0,0,0,1,0.0,5,2,3,0,0,0,0,0,0,14.0,2024,199
Denzel Ward,CLE,0,0,0,0,0,0.0,5,4,1,0,0,0,0,0,0,14.0,2024,199
Shelby Harris,CLE,0,0,0,0,0,0.0,3,1,2,0,0,0,0,0,0,14.0,2024,199
Ronnie Hickman,CLE,0,0,0,0,0,0.0,3,1,2,0,0,0,0,0,0,14.0,2024,199
Isaiah McGuire,CLE,0,0,0,0,0,0.0,3,1,2,1,1,0,0,0,1,14.0,2024,199
Juan Thornhill,CLE,0,0,0,0,0,0.0,3,1,2,0,0,0,0,0,0,14.0,2024,199
D'Anthony Bell,CLE,0,0,0,0,0,0.0,2,0,2,0,0,0,0,0,0,14.0,2024,199
T.Y. McGill,CLE,0,0,0,0,0,0.0,2,1,1,0,1,0,0,0,0,14.0,2024,199
Rodney McLeod,CLE,0,0,0,0,0,0.0,2,2,0,0,0,0,0,0,0,14.0,2024,199
Greg Newsome II,CLE,0,0,0,0,0,0.0,2,2,0,0,0,0,0,0,0,14.0,2024,199
Cameron Thomas,CLE,0,0,0,0,0,0.0,2,1,1,1,0,0,0,0,0,14.0,2024,199
Cameron Mitchell,CLE,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,14.0,2024,199
Ogbonnia Okoronkwo,CLE,0,0,0,0,0,0.0,1,1,0,0,2,0,0,0,0,14.0,2024,199
Winston Reid,CLE,0,0,0,0,0,0.0,1,1,0,1,0,0,0,0,0,14.0,2024,199
Dalvin Tomlinson,CLE,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,14.0,2024,199
Kadarius Toney,CLE,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,14.0,2024,199
Nathaniel Watson,CLE,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,14.0,2024,199
Jameis Winston,CLE,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,14.0,2024,199
James Pierre,PIT,1,18,0,18,1,0.0,2,1,1,0,0,0,0,0,0,14.0,2024,199
Keeanu Benton,PIT,1,11,0,11,1,0.0,1,0,1,0,0,0,0,0,0,14.0,2024,199
Cameron Heyward,PIT,0,0,0,0,0,2.0,5,3,2,2,2,0,0,0,0,14.0,2024,199
Alex Highsmith,PIT,0,0,0,0,0,1.0,3,2,1,2,2,0,0,0,0,14.0,2024,199
DeShon Elliott,PIT,0,0,0,0,1,0.0,13,9,4,0,0,0,0,0,0,14.0,2024,199
Patrick Queen,PIT,0,0,0,0,1,0.0,10,5,5,0,0,0,0,0,0,14.0,2024,199
Beanie Bishop,PIT,0,0,0,0,0,0.0,6,3,3,0,0,0,0,0,0,14.0,2024,199
Joey Porter Jr.,PIT,0,0,0,0,0,0.0,6,5,1,0,0,0,0,0,0,14.0,2024,199
Minkah Fitzpatrick,PIT,0,0,0,0,0,0.0,5,1,4,0,0,0,0,0,0,14.0,2024,199
T.J. Watt,PIT,0,0,0,0,0,0.0,4,2,2,1,2,0,0,0,0,14.0,2024,199
Payton Wilson,PIT,0,0,0,0,0,0.0,4,4,0,1,0,0,0,0,0,14.0,2024,199
Elandon Roberts,PIT,0,0,0,0,0,0.0,3,1,2,1,0,0,0,0,0,14.0,2024,199
Donte Jackson,PIT,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0,14.0,2024,199
Larry Ogunjobi,PIT,0,0,0,0,0,0.0,2,0,2,0,0,0,0,0,0,14.0,2024,199
Ben Skowronek,PIT,0,0,0,0,0,0.0,2,1,1,0,0,1,0,0,0,14.0,2024,199
Damontae Kazee,PIT,0,0,0,0,1,0.0,1,0,1,0,0,0,0,0,0,14.0,2024,199
Miles Killebrew,PIT,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,14.0,2024,199
Isaiahh Loudermilk,PIT,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,14.0,2024,199
Tyler Matakevich,PIT,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,14.0,2024,199
