Unnamed: 0_level_0,Unnamed: 1_level_0,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,week,year,game_id
Tm,Total,Tot,Pass,Rush,TOvr,Tot,Pass,Rush,TOvr,Tot,KO,KR,P,PR,FG/XP,,,
Dolphins,5.0,16.4,23.93,-6.86,0.0,-14.47,-15.58,-0.6,0.0,1.8,-6.91,8.3,2.12,-1.36,-0.35,14.0,2024,201
Jets,-5.0,14.47,15.58,0.6,0.0,-16.4,-23.93,6.86,0.0,-1.8,-8.3,6.91,1.36,-2.12,0.35,14.0,2024,201
