Quarter,Time,Tm,Detail,CAR,PHI,week,year,game_id
1.0,1:09,Panthers,Eddy Piñeiro 38 yard field goal,3,0,14.0,2024,198
2.0,11:48,Eagles,Jalen Hurts 1 yard rush (Jake Elliott kick),3,7,14.0,2024,198
,4:00,Panthers,Tommy Tremble 3 yard pass from Bryce Young (Eddy Piñeiro kick),10,7,14.0,2024,198
,0:14,Eagles,DeVonta Smith 4 yard pass from Jalen Hurts (Jake Elliott kick),10,14,14.0,2024,198
3.0,2:49,Panthers,Chuba Hubbard 1 yard rush (Eddy Piñeiro kick failed),16,14,14.0,2024,198
4.0,13:45,Eagles,Grant Calcaterra 4 yard pass from Jalen Hurts (Saquon Barkley run),16,22,14.0,2024,198
