Unnamed: 0_level_0,Unnamed: 1_level_0,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,week,year,game_id
Tm,Total,Tot,Pass,Rush,TOvr,Tot,Pass,Rush,TOvr,Tot,KO,KR,P,PR,FG/XP,,,
Bengals,7.0,10.83,12.12,-1.64,-2.52,-0.91,4.31,-5.88,3.72,-2.06,-5.64,5.22,3.25,-3.68,-1.21,14.0,2024,208
Cowboys,-7.0,0.91,-4.31,5.88,-3.72,-10.83,-12.12,1.64,2.52,2.06,-5.22,5.64,3.68,-3.25,1.21,14.0,2024,208
