0,1,week,year,game_id
Won Toss,Seahawks (deferred),14.0,2024,204
Roof,retractable roof (open),14.0,2024,204
Surface,grass,14.0,2024,204
Duration,3:01,14.0,2024,204
Attendance,64533,14.0,2024,204
Vegas Line,Arizona Cardinals -2.5,14.0,2024,204
Over/Under,44.5 (over),14.0,2024,204
