Unnamed: 0_level_0,Unnamed: 1_level_0,Fumbles,Fumbles,week,year,game_id
Player,Tm,Fmb,FL,,,
Kirk Cousins,ATL,0,0,14.0,2024,197
Bijan Robinson,ATL,0,0,14.0,2024,197
Tyler Allgeier,ATL,0,0,14.0,2024,197
Ray-Ray McCloud,ATL,1,1,14.0,2024,197
Darnell Mooney,ATL,0,0,14.0,2024,197
Drake London,ATL,0,0,14.0,2024,197
Kyle Pitts,ATL,0,0,14.0,2024,197
Charlie Woerner,ATL,0,0,14.0,2024,197
Sam Darnold,MIN,0,0,14.0,2024,197
Aaron Jones,MIN,0,0,14.0,2024,197
Cam Akers,MIN,0,0,14.0,2024,197
Jordan Addison,MIN,0,0,14.0,2024,197
Justin Jefferson,MIN,0,0,14.0,2024,197
T.J. Hockenson,MIN,0,0,14.0,2024,197
Josh Oliver,MIN,0,0,14.0,2024,197
Nick Mullens,MIN,0,0,14.0,2024,197
