Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,week,year,game_id
Zach Charbonnet,SEA,7,7,59,0,1.0,-14,-2.0,73,10.4,-2.0,0,,0,0.0,0,101.8,14.0,2024,204
Jaxon Smith-Njigba,SEA,5,5,82,1,4.0,53,10.6,29,5.8,10.6,0,,0,0.0,0,158.3,14.0,2024,204
D.K. Metcalf,SEA,6,4,49,0,2.0,23,5.8,26,6.5,10.2,1,4.0,0,0.0,0,91.7,14.0,2024,204
Noah Fant,SEA,4,3,18,0,2.0,8,2.7,10,3.3,9.3,0,,0,0.0,0,83.3,14.0,2024,204
Kenny McIntosh,SEA,2,2,7,0,0.0,3,1.5,4,2.0,1.5,0,,0,0.0,0,81.2,14.0,2024,204
AJ Barner,SEA,1,1,13,0,1.0,-1,-1.0,14,14.0,-1.0,0,,0,0.0,0,118.7,14.0,2024,204
Pharaoh Brown,SEA,2,1,6,0,,2,2.0,4,4.0,2.0,0,,0,0.0,0,56.2,14.0,2024,204
George Holani,SEA,1,1,-1,0,,-1,-1.0,0,0.0,-1.0,0,,0,0.0,0,79.2,14.0,2024,204
Tyler Lockett,SEA,1,0,0,0,,0,,0,,18.0,0,,0,0.0,0,39.6,14.0,2024,204
Trey McBride,ARI,14,7,70,0,4.0,31,4.4,39,5.6,2.5,0,,0,0.0,0,64.6,14.0,2024,204
James Conner,ARI,4,4,32,1,3.0,-6,-1.5,38,9.5,-1.5,0,,0,0.0,0,139.6,14.0,2024,204
Emari Demercado,ARI,4,4,15,0,,-8,-2.0,23,5.8,-2.0,1,4.0,0,0.0,0,82.3,14.0,2024,204
Marvin Harrison Jr.,ARI,8,4,49,0,3.0,41,10.3,8,2.0,10.4,0,,0,0.0,1,29.7,14.0,2024,204
Michael Wilson,ARI,3,2,57,1,2.0,34,17.0,23,11.5,11.7,0,,0,0.0,0,149.3,14.0,2024,204
Zay Jones,ARI,2,1,13,0,1.0,4,4.0,9,9.0,2.0,0,,0,0.0,1,31.2,14.0,2024,204
Tip Reiman,ARI,1,1,14,0,1.0,-1,-1.0,15,15.0,-1.0,0,,0,0.0,0,118.7,14.0,2024,204
Greg Dortch,ARI,1,1,5,0,,-4,-4.0,9,9.0,-4.0,0,,0,0.0,0,87.5,14.0,2024,204
Trey Benson,ARI,1,1,4,0,0.0,-5,-5.0,9,9.0,-5.0,0,,0,0.0,0,83.3,14.0,2024,204
