Player,Tm,Cmp,Att,Yds,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,week,year,game_id
Aaron Rodgers,NYJ,27,39,339,18,42.9,259,6.6,160,5.9,4.1,179,6.6,3,7.7%,5,12.8%,3,10,10,3,16,38.1%,0,,14.0,2024,201
Tua Tagovailoa,MIA,33,47,331,21,44.7,282,6.0,132,4.0,2.8,199,6.0,3,6.7%,5,11.1%,0,12,7,0,7,14.6%,1,3.0,14.0,2024,201
