Player,Tm,Cmp,Att,Yds,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,week,year,game_id
Bryce Young,CAR,19,34,191,11,31.4,372,10.9,139,7.3,4.1,52,2.7,1,3.0%,9,27.3%,1,10,0,7,8,19.5%,6,5.0,14.0,2024,198
Jalen Hurts,PHI,14,21,108,7,28.0,130,6.2,65,4.6,3.1,43,3.1,0,0.0%,2,10.5%,4,12,0,0,4,14.3%,3,17.3,14.0,2024,198
