Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,week,year,game_id
Michael Mayer,LVR,9,7,68,0,2.0,46,6.6,22,3.1,7.4,1,7.0,1,11.1,0,98.1,14.0,2024,203
Jakobi Meyers,LVR,10,7,67,0,3.0,32,4.6,35,5.0,8.5,1,7.0,0,0.0,0,88.3,14.0,2024,203
Brock Bowers,LVR,5,3,49,0,3.0,28,9.3,21,7.0,6.6,0,,0,0.0,1,53.3,14.0,2024,203
Sincere McCormick,LVR,3,2,11,0,0.0,-6,-3.0,17,8.5,-1.0,0,,0,0.0,0,72.9,14.0,2024,203
Tre Tucker,LVR,5,2,7,0,,6,3.0,1,0.5,15.4,0,,0,0.0,0,47.9,14.0,2024,203
Ameer Abdullah,LVR,2,1,-3,0,,-3,-3.0,0,0.0,2.0,0,,0,0.0,0,56.2,14.0,2024,203
Terrace Marshall Jr.,LVR,1,1,6,0,,5,5.0,1,1.0,5.0,0,,0,0.0,0,91.7,14.0,2024,203
Mike Evans,TAM,5,4,69,0,2.0,52,13.0,17,4.3,13.4,0,,0,0.0,0,118.7,14.0,2024,203
Jalen McMillan,TAM,7,4,59,2,2.0,26,6.5,33,8.3,8.3,0,,1,14.3,1,84.8,14.0,2024,203
Sterling Shepard,TAM,6,4,63,0,4.0,44,11.0,19,4.8,8.8,0,,0,0.0,0,101.4,14.0,2024,203
Cade Otton,TAM,4,3,70,0,2.0,25,8.3,45,15.0,13.3,3,1.0,0,0.0,1,77.1,14.0,2024,203
Rachaad White,TAM,3,2,19,1,2.0,0,0.0,19,9.5,-0.3,0,,0,0.0,0,123.6,14.0,2024,203
Bucky Irving,TAM,1,1,15,0,1.0,-3,-3.0,18,18.0,-3.0,1,1.0,0,0.0,0,118.7,14.0,2024,203
Sean Tucker,TAM,2,0,0,0,0.0,0,,0,,-1.0,0,,0,0.0,0,39.6,14.0,2024,203
