Player,Pos,home_team,team,week,year,game_id
Joe Burrow,QB,0,Bengals,14.0,2024,208
Chase Brown,RB,0,Bengals,14.0,2024,208
Ja'Marr Chase,WR,0,Bengals,14.0,2024,208
Tee Higgins,WR,0,Bengals,14.0,2024,208
Drew Sample,TE,0,Bengals,14.0,2024,208
Cam Grandy,TE,0,Bengals,14.0,2024,208
Amarius Mims,OT,0,Bengals,14.0,2024,208
Cordell Volson,G,0,Bengals,14.0,2024,208
Cody Ford,G,0,Bengals,14.0,2024,208
Alex Cappa,G,0,Bengals,14.0,2024,208
Ted Karras,C,0,Bengals,14.0,2024,208
Trey Hendrickson,DE,0,Bengals,14.0,2024,208
Sam Hubbard,DE,0,Bengals,14.0,2024,208
B.J. Hill,DT,0,Bengals,14.0,2024,208
McKinnley Jackson,DT,0,Bengals,14.0,2024,208
Kris Jenkins,DT,0,Bengals,14.0,2024,208
Akeem Davis-Gaither,LB,0,Bengals,14.0,2024,208
Germaine Pratt,LB,0,Bengals,14.0,2024,208
Josh Newton,CB,0,Bengals,14.0,2024,208
Cam Taylor-Britt,CB,0,Bengals,14.0,2024,208
Geno Stone,S,0,Bengals,14.0,2024,208
Jordan Battle,S,0,Bengals,14.0,2024,208
