Quarter,Time,Down,ToGo,Location,NYJ,MIA,Detail,EPB,EPA,week,year,game_id
4,1:02,3.0,21.0,MIA 38,23.0,23.0,Aaron Rodgers pass complete short left to Davante Adams for 14 yards (tackle by Kendall Fuller),1.09,1.87,14.0,2024,201
4,0:56,4.0,7.0,MIA 24,26.0,23.0,Anders Carlson 42 yard field goal good,1.87,3.0,14.0,2024,201
4,0:52,,,NYJ 35,26.0,23.0,"Anders Carlson kicks off 64 yards, returned by Malik Washington for 45 yards (tackle by Jarrick Bernard-Converse and Kenny Yeboah)",0.0,1.99,14.0,2024,201
4,0:44,1.0,10.0,MIA 46,26.0,23.0,Tua Tagovailoa pass incomplete deep right intended for Malik Washington,1.99,1.45,14.0,2024,201
4,0:41,2.0,10.0,MIA 46,26.0,23.0,Tua Tagovailoa pass complete short left to Tyreek Hill for 14 yards (tackle by D.J. Reed),1.45,2.92,14.0,2024,201
4,0:35,1.0,10.0,NYJ 40,26.0,23.0,Tua Tagovailoa pass incomplete deep left intended for Jaylen Waddle,2.92,2.37,14.0,2024,201
4,0:30,2.0,10.0,NYJ 40,26.0,23.0,Tua Tagovailoa pass complete short middle to Jaylen Waddle for 6 yards (tackle by Jamien Sherwood),2.37,2.48,14.0,2024,201
4,0:15,3.0,4.0,NYJ 34,26.0,23.0,Tua Tagovailoa pass incomplete deep right intended for Tyreek Hill,2.48,1.08,14.0,2024,201
4,0:12,,,,,,Timeout #3 by New York Jets,,,14.0,2024,201
4,0:12,4.0,4.0,NYJ 34,26.0,26.0,Jason Sanders 52 yard field goal good,1.08,3.0,14.0,2024,201
4,0:07,,,MIA 35,26.0,26.0,"Jason Sanders kicks off 65 yards, touchback.",0.0,0.94,14.0,2024,201
4,0:07,1.0,10.0,NYJ 30,26.0,26.0,Aaron Rodgers pass complete short middle to Tyler Conklin for 12 yards (tackle by Jordyn Brooks),0.94,0.0,14.0,2024,201
,,,,,,,"Jets won the coin toss, Dolphins to receive the overtime kickoff.",,,14.0,2024,201
OT,10:00,,,NYJ 35,26.0,26.0,"Anders Carlson kicks off 65 yards, touchback.",0.0,0.94,14.0,2024,201
OT,10:00,1.0,10.0,MIA 30,26.0,26.0,Tua Tagovailoa pass incomplete short left,0.94,0.39,14.0,2024,201
OT,9:54,2.0,10.0,MIA 30,26.0,26.0,Tua Tagovailoa pass complete short right to Jonnu Smith for 20 yards (tackle by Chuck Clark),0.39,2.26,14.0,2024,201
OT,9:16,1.0,10.0,MIA 50,26.0,26.0,Tua Tagovailoa pass complete short right to Jonnu Smith for 14 yards (tackle by Solomon Thomas and Jalen Mills),2.26,3.18,14.0,2024,201
OT,8:35,1.0,10.0,NYJ 36,26.0,26.0,Tua Tagovailoa pass complete short left to De'Von Achane for 4 yards (tackle by Solomon Thomas and Ashtyn Davis),3.18,3.18,14.0,2024,201
OT,7:50,2.0,6.0,NYJ 32,26.0,26.0,Tua Tagovailoa pass complete short left to Tyreek Hill for 9 yards (tackle by D.J. Reed),3.18,4.04,14.0,2024,201
OT,7:31,,,,,,Timeout #1 by New York Jets,,,14.0,2024,201
OT,7:31,1.0,10.0,NYJ 23,26.0,26.0,Tua Tagovailoa pass complete short left to De'Von Achane for 10 yards (tackle by Jalen Mills),4.04,4.71,14.0,2024,201
OT,6:51,1.0,10.0,NYJ 13,26.0,26.0,De'Von Achane up the middle for 3 yards (tackle by Quincy Williams),4.71,4.58,14.0,2024,201
OT,6:11,2.0,7.0,NYJ 10,26.0,32.0,"Tua Tagovailoa pass complete short left to Jonnu Smith for 10 yards, touchdown",4.58,6.0,14.0,2024,201
