Player,Pos,home_team,team,week,year,game_id
Patrick Mahomes,QB,1,Chiefs,14.0,2024,207
Isiah Pacheco,RB,1,Chiefs,14.0,2024,207
Xavier Worthy,WR,1,Chiefs,14.0,2024,207
DeAndre Hopkins,WR,1,Chiefs,14.0,2024,207
Travis Kelce,TE,1,Chiefs,14.0,2024,207
Noah Gray,TE,1,Chiefs,14.0,2024,207
D.J. Humphries,OT,1,Chiefs,14.0,2024,207
Jawaan Taylor,T,1,Chiefs,14.0,2024,207
Joe Thuney,G,1,Chiefs,14.0,2024,207
Trey Smith,G,1,Chiefs,14.0,2024,207
Creed Humphrey,C,1,Chiefs,14.0,2024,207
Michael Danna,DE,1,Chiefs,14.0,2024,207
George Karlaftis III,DE,1,Chiefs,14.0,2024,207
Chris Jones,DT,1,Chiefs,14.0,2024,207
Mike Pennel,DT,1,Chiefs,14.0,2024,207
Nick Bolton,LB,1,Chiefs,14.0,2024,207
Drue Tranquill,LB,1,Chiefs,14.0,2024,207
Leo Chenal,LB,1,Chiefs,14.0,2024,207
Trent McDuffie,CB,1,Chiefs,14.0,2024,207
Joshua Williams,CB,1,Chiefs,14.0,2024,207
Justin Reid,S,1,Chiefs,14.0,2024,207
Bryan Cook,S,1,Chiefs,14.0,2024,207
