Unnamed: 0_level_0,Unnamed: 1_level_0,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,week,year,game_id
Tm,Total,Tot,Pass,Rush,TOvr,Tot,Pass,Rush,TOvr,Tot,KO,KR,P,PR,FG/XP,,,
Bears,-26.0,-8.25,-5.27,-0.98,-4.64,-26.53,-24.07,-4.13,1.43,9.47,-2.82,7.44,5.32,-0.48,0.01,14.0,2024,206
49ers,26.0,26.53,24.07,4.13,-1.43,8.25,5.27,0.98,4.64,-9.47,-7.44,2.82,0.48,-5.32,-0.01,14.0,2024,206
