#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,12:20,CHI 23,3,2:12,6,Punt,0,Bears,14.0,2024,206
2,1,6:10,CHI 6,5,2:20,5,Punt,0,Bears,14.0,2024,206
3,1,1:39,CHI 30,3,1:34,-2,Punt,0,Bears,14.0,2024,206
4,2,7:41,CHI 30,3,2:07,-7,Punt,0,Bears,14.0,2024,206
5,2,1:50,CHI 40,3,1:47,2,Punt,0,Bears,14.0,2024,206
6,3,15:00,CHI 30,16,9:04,70,Touchdown,0,Bears,14.0,2024,206
7,3,4:59,CHI 35,6,2:19,27,Fumble,0,Bears,14.0,2024,206
8,4,14:57,CHI 40,6,3:09,60,Touchdown,0,Bears,14.0,2024,206
9,4,5:15,CHI 30,3,1:41,-8,Punt,0,Bears,14.0,2024,206
10,4,1:59,CHI 24,4,1:59,9,End of Game,0,Bears,14.0,2024,206
