Unnamed: 0_level_0,Unnamed: 1_level_0,Rushing,Rushing,Rushing,Rushing,week,year,game_id
Player,Tm,Att,Yds,TD,Lng,,,
Josh Allen,BUF,4,54,0,19,5.0,2024,67
James Cook,BUF,20,82,1,12,5.0,2024,67
Ty Johnson,BUF,3,15,0,19,5.0,2024,67
Keon Coleman,BUF,0,0,0,0,5.0,2024,67
Dalton Kincaid,BUF,0,0,0,0,5.0,2024,67
Mack Hollins,BUF,0,0,0,0,5.0,2024,67
Ray Davis,BUF,0,0,0,0,5.0,2024,67
Marquez Valdes-Scantling,BUF,0,0,0,0,5.0,2024,67
Curtis Samuel,BUF,1,-1,0,-1,5.0,2024,67
C.J. Stroud,HOU,3,27,0,13,5.0,2024,67
Cam Akers,HOU,9,42,1,15,5.0,2024,67
Dare Ogunbowale,HOU,15,30,0,7,5.0,2024,67
Stefon Diggs,HOU,0,0,0,0,5.0,2024,67
Nico Collins,HOU,0,0,0,0,5.0,2024,67
Dalton Schultz,HOU,0,0,0,0,5.0,2024,67
Xavier Hutchinson,HOU,0,0,0,0,5.0,2024,67
Cade Stover,HOU,0,0,0,0,5.0,2024,67
Tank Dell,HOU,1,-5,0,-5,5.0,2024,67
