Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,week,year,game_id
Mike Evans,TAM,7,5,62,2,5,59,11.8,3,0.6,8.9,0,,0,0.0,0,138.1,5.0,2024,65
Chris Godwin,TAM,6,5,64,0,4,27,5.4,37,7.4,5.3,0,,1,16.7,0,111.1,5.0,2024,65
Cade Otton,TAM,4,3,44,0,2,6,2.0,38,12.7,2.3,0,,1,25.0,0,110.4,5.0,2024,65
Rachaad White,TAM,3,3,-6,0,0,-15,-5.0,9,3.0,-5.0,0,,0,0.0,0,79.2,5.0,2024,65
Bucky Irving,TAM,2,2,12,0,0,-13,-6.5,25,12.5,-6.5,0,,0,0.0,0,91.7,5.0,2024,65
Sterling Shepard,TAM,2,1,4,1,1,4,4.0,0,0.0,23.0,0,,0,0.0,0,95.8,5.0,2024,65
Drake London,ATL,13,12,154,1,9,104,8.7,50,4.2,9.1,1,12.0,0,0.0,0,141.7,5.0,2024,65
Darnell Mooney,ATL,16,9,105,2,6,78,8.7,27,3.0,12.0,1,9.0,4,25.0,1,89.8,5.0,2024,65
Kyle Pitts,ATL,8,7,88,0,4,45,6.4,43,6.1,6.0,0,,0,0.0,0,112.5,5.0,2024,65
Ray-Ray McCloud,ATL,9,6,66,0,2,41,6.8,25,4.2,7.1,0,,0,0.0,0,88.2,5.0,2024,65
Tyler Allgeier,ATL,3,3,13,0,0,-1,-0.3,14,4.7,-0.3,0,,0,0.0,0,84.7,5.0,2024,65
Bijan Robinson,ATL,3,3,16,0,1,-18,-6.0,34,11.3,-6.0,0,,0,0.0,0,88.9,5.0,2024,65
KhaDarel Hodge,ATL,2,2,67,1,2,22,11.0,45,22.5,11.0,0,,0,0.0,0,158.3,5.0,2024,65
