Unnamed: 0_level_0,Unnamed: 1_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,week,year,game_id
Player,Tm,Tgt,Rec,Yds,TD,Lng,,,
Tyler Huntley,MIA,0,0,0,0,0,5.0,2024,72
Jaylen Wright,MIA,0,0,0,0,0,5.0,2024,72
Raheem Mostert,MIA,2,2,18,0,10,5.0,2024,72
De'Von Achane,MIA,1,1,-1,0,-1,5.0,2024,72
Alec Ingold,MIA,0,0,0,0,0,5.0,2024,72
Tyreek Hill,MIA,10,6,69,0,21,5.0,2024,72
Jaylen Waddle,MIA,8,4,46,0,20,5.0,2024,72
Jake Bailey,MIA,0,0,0,0,0,5.0,2024,72
Durham Smythe,MIA,1,0,0,0,0,5.0,2024,72
Odell Beckham Jr.,MIA,1,0,0,0,0,5.0,2024,72
Jonnu Smith,MIA,8,5,62,0,17,5.0,2024,72
Jacoby Brissett,NWE,0,0,0,0,0,5.0,2024,72
Rhamondre Stevenson,NWE,4,4,3,0,6,5.0,2024,72
Antonio Gibson,NWE,1,1,4,0,4,5.0,2024,72
Demario Douglas,NWE,9,6,59,0,19,5.0,2024,72
Kayshon Boutte,NWE,2,2,34,0,21,5.0,2024,72
Hunter Henry,NWE,4,2,32,0,25,5.0,2024,72
Ja'Lynn Polk,NWE,6,1,13,0,13,5.0,2024,72
Austin Hooper,NWE,3,1,9,0,9,5.0,2024,72
Kendrick Bourne,NWE,1,1,6,0,6,5.0,2024,72
