Player,Tm,Cmp,Att,Yds,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,week,year,game_id
Daniel Jones,NYG,23,34,257,14,37.8,174,5.1,138,6.0,4.1,119,5.2,3,9.7%,4,12.9%,3,15,5,4,12,30.8%,2,3.0,5.0,2024,76
Geno Smith,SEA,28,40,284,14,29.8,198,5.0,141,5.0,3.5,143,5.1,5,12.8%,2,5.1%,7,10,1,1,9,17.6%,4,18.0,5.0,2024,76
