#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,15:00,BAL 30,12,6:06,70,Touchdown,0,Ravens,5.0,2024,69
2,1,6:39,BAL 16,6,3:10,34,Punt,0,Ravens,5.0,2024,69
3,2,13:44,BAL 30,3,1:39,5,Punt,0,Ravens,5.0,2024,69
4,2,11:08,BAL 49,7,2:59,51,Touchdown,0,Ravens,5.0,2024,69
5,2,5:52,BAL 2,1,0:05,-2,Safety,0,Ravens,5.0,2024,69
6,2,3:23,BAL 14,7,2:49,11,Punt,0,Ravens,5.0,2024,69
7,2,0:09,BAL 30,1,0:09,-1,End of Half,0,Ravens,5.0,2024,69
8,3,8:51,BAL 26,4,2:13,74,Touchdown,0,Ravens,5.0,2024,69
9,4,14:19,BAL 8,10,5:14,92,Touchdown,0,Ravens,5.0,2024,69
10,4,8:54,BAL 30,11,3:30,70,Touchdown,0,Ravens,5.0,2024,69
11,4,3:01,BAL 28,8,1:26,34,Field Goal,0,Ravens,5.0,2024,69
12,5,10:00,BAL 30,7,3:32,27,Fumble,0,Ravens,5.0,2024,69
13,5,4:26,BAL 43,2,0:53,51,Field Goal,0,Ravens,5.0,2024,69
