Unnamed: 0_level_0,Unnamed: 1_level_0,Rushing,Rushing,Rushing,Rushing,week,year,game_id
Player,Tm,Att,Yds,TD,Lng,,,
Kyler Murray,ARI,7,83,1,50,5.0,2024,73
James Conner,ARI,19,86,0,14,5.0,2024,73
Michael Wilson,ARI,0,0,0,0,5.0,2024,73
Trey McBride,ARI,0,0,0,0,5.0,2024,73
Marvin Harrison Jr.,ARI,0,0,0,0,5.0,2024,73
Greg Dortch,ARI,0,0,0,0,5.0,2024,73
Tip Reiman,ARI,0,0,0,0,5.0,2024,73
Elijah Higgins,ARI,0,0,0,0,5.0,2024,73
Emari Demercado,ARI,0,0,0,0,5.0,2024,73
Brock Purdy,SFO,4,33,0,12,5.0,2024,73
Jordan Mason,SFO,14,89,0,34,5.0,2024,73
Isaac Guerendo,SFO,5,22,0,5,5.0,2024,73
Deebo Samuel,SFO,3,9,0,7,5.0,2024,73
Brandon Aiyuk,SFO,0,0,0,0,5.0,2024,73
George Kittle,SFO,0,0,0,0,5.0,2024,73
Jauan Jennings,SFO,0,0,0,0,5.0,2024,73
